"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.";"Município";"Ano"
"2515005";"São Miguel de Taipu (PB)";"7026"
"2515104";"São Sebastião de Lagoa de Roça (PB)";"11588"
"2515203";"São Sebastião do Umbuzeiro (PB)";"3411"
"2515302";"Sapé (PB)";"51964"
"2515401";"São Vicente do Seridó (PB)";"10803"
"2515500";"Serra Branca (PB)";"13488"
"2515609";"Serra da Raiz (PB)";"3172"
"2515708";"Serra Grande (PB)";"3067"
"2515807";"Serra Redonda (PB)";"7071"
"2515906";"Serraria (PB)";"6185"
"2515930";"Sertãozinho (PB)";"4811"
"2515971";"Sobrado (PB)";"7669"
"2516003";"Solânea (PB)";"26925"
"2516102";"Soledade (PB)";"14569"
"2516151";"Sossêgo (PB)";"3427"
"2516201";"Sousa (PB)";"68434"
"2516300";"Sumé (PB)";"16691"
"2516409";"Tacima (PB)";"10745"
"2516508";"Taperoá (PB)";"15284"
"2516607";"Tavares (PB)";"14518"
"2516706";"Teixeira (PB)";"14859"
"2516755";"Tenório (PB)";"2981"
"2516805";"Triunfo (PB)";"9429"
"2516904";"Uiraúna (PB)";"15147"
"2517001";"Umbuzeiro (PB)";"9874"
"2517100";"Várzea (PB)";"2709"
"2517209";"Vieirópolis (PB)";"5262"
"2517407";"Zabelê (PB)";"2189"
"2600054";"Abreu e Lima (PE)";"98201"
"2600104";"Afogados da Ingazeira (PE)";"36547"
"2600203";"Afrânio (PE)";"18831"
"2600302";"Agrestina (PE)";"24052"
"2600401";"Água Preta (PE)";"35344"
"2600500";"Águas Belas (PE)";"42291"
"2600609";"Alagoinha (PE)";"14250"
"2600708";"Aliança (PE)";"38248"
"2600807";"Altinho (PE)";"22865"
"2600906";"Amaraji (PE)";"22600"
"2601003";"Angelim (PE)";"10795"
"2601052";"Araçoiaba (PE)";"19579"
"2601102";"Araripina (PE)";"82298"
"2601201";"Arcoverde (PE)";"72672"
"2601300";"Barra de Guabiraba (PE)";"13808"
"2601409";"Barreiros (PE)";"42105"
"2601508";"Belém de Maria (PE)";"11833"
"2601607";"Belém do São Francisco (PE)";"20678"
"2601706";"Belo Jardim (PE)";"75186"
"2601805";"Betânia (PE)";"12487"
"2601904";"Bezerros (PE)";"60301"
"2602001";"Bodocó (PE)";"37054"
"2602100";"Bom Conselho (PE)";"47520"
"2602209";"Bom Jardim (PE)";"38871"
"2602308";"Bonito (PE)";"38122"
"2602407";"Brejão (PE)";"8997"
"2602506";"Brejinho (PE)";"7464"
"2602605";"Brejo da Madre de Deus (PE)";"48541"
"2602704";"Buenos Aires (PE)";"12974"
"2602803";"Buíque (PE)";"55905"
"2602902";"Cabo de Santo Agostinho (PE)";"198383"
"2603009";"Cabrobó (PE)";"32927"
"2603108";"Cachoeirinha (PE)";"19814"
"2603207";"Caetés (PE)";"27959"
"2603306";"Calçado (PE)";"11179"
"2603405";"Calumbi (PE)";"5749"
"2603454";"Camaragibe (PE)";"152840"
"2603504";"Camocim de São Félix (PE)";"18138"
"2603603";"Camutanga (PE)";"8428"
"2603702";"Canhotinho (PE)";"24877"
"2603801";"Capoeiras (PE)";"20000"
"2603900";"Carnaíba (PE)";"19253"
"2603926";"Carnaubeira da Penha (PE)";"12496"
"2604007";"Carpina (PE)";"80194"
"2604106";"Caruaru (PE)";"342328"
"2604155";"Casinhas (PE)";"14189"
"2604205";"Catende (PE)";"40857"
"2604304";"Cedro (PE)";"11421"
"2604403";"Chã de Alegria (PE)";"13105"
"2604502";"Chã Grande (PE)";"21142"
"2604601";"Condado (PE)";"25632"
"2604700";"Correntes (PE)";"17901"
"2604809";"Cortês (PE)";"12624"
"2604908";"Cumaru (PE)";"13960"
"2605004";"Cupira (PE)";"23769"
"2605103";"Custódia (PE)";"35884"
"2605152";"Dormentes (PE)";"18126"
"2605202";"Escada (PE)";"66907"
"2605301";"Exu (PE)";"32001"
"2605400";"Feira Nova (PE)";"21579"
"2605459";"Fernando de Noronha (PE)";"2884"
"2605509";"Ferreiros (PE)";"11904"
"2605608";"Flores (PE)";"22599"
"2605707";"Floresta (PE)";"31454"
"2605806";"Frei Miguelinho (PE)";"15036"
"2605905";"Gameleira (PE)";"29829"
"2606002";"Garanhuns (PE)";"136057"
"2606101";"Glória do Goitá (PE)";"30111"
"2606200";"Goiana (PE)";"78287"
"2606309";"Granito (PE)";"7251"
"2606408";"Gravatá (PE)";"81182"
"2606507";"Iati (PE)";"18962"
"2606606";"Ibimirim (PE)";"28403"
"2606705";"Ibirajuba (PE)";"7719"
"2606804";"Igarassu (PE)";"110917"
"2606903";"Iguaracy (PE)";"12117"
"2607000";"Inajá (PE)";"21475"
"2607109";"Ingazeira (PE)";"4563"
"2607208";"Ipojuca (PE)";"89660"
"2607307";"Ipubi (PE)";"29338"
"2607406";"Itacuruba (PE)";"4700"
"2607505";"Itaíba (PE)";"26462"
"2607604";"Ilha de Itamaracá (PE)";"24413"
"2607653";"Itambé (PE)";"36256"
"2607703";"Itapetim (PE)";"13855"
"2607752";"Itapissuma (PE)";"25514"
"2607802";"Itaquitinga (PE)";"16696"
"2607901";"Jaboatão dos Guararapes (PE)";"680943"
"2607950";"Jaqueira (PE)";"11680"
"2608008";"Jataúba (PE)";"16770"
"2608057";"Jatobá (PE)";"14526"
"2608107";"João Alfredo (PE)";"32651"
"2608206";"Joaquim Nabuco (PE)";"16038"
"2608255";"Jucati (PE)";"11133"
"2608305";"Jupi (PE)";"14427"
"2608404";"Jurema (PE)";"15112"
"2608453";"Lagoa do Carro (PE)";"17247"
"2608503";"Lagoa de Itaenga (PE)";"21244"
"2608602";"Lagoa do Ouro (PE)";"12777"
"2608701";"Lagoa dos Gatos (PE)";"16131"
"2608750";"Lagoa Grande (PE)";"24475"
"2608800";"Lajedo (PE)";"38898"
"2608909";"Limoeiro (PE)";"56336"
"2609006";"Macaparana (PE)";"24904"
"2609105";"Machados (PE)";"15046"
"2609154";"Manari (PE)";"19910"
"2609204";"Maraial (PE)";"11858"
"2609303";"Mirandiba (PE)";"15008"
"2609402";"Moreno (PE)";"60435"
"2609501";"Nazaré da Mata (PE)";"31951"
"2609600";"Olinda (PE)";"388821"
"2609709";"Orobó (PE)";"23608"
"2609808";"Orocó (PE)";"14261"
"2609907";"Ouricuri (PE)";"67098"
"2610004";"Palmares (PE)";"62020"
"2610103";"Palmeirina (PE)";"8078"
"2610202";"Panelas (PE)";"26490"
"2610301";"Paranatama (PE)";"11449"
"2610400";"Parnamirim (PE)";"21093"
"2610509";"Passira (PE)";"29031"
"2610608";"Paudalho (PE)";"54547"
"2610707";"Paulista (PE)";"319769"
"2610806";"Pedra (PE)";"21609"
"2610905";"Pesqueira (PE)";"65770"
"2611002";"Petrolândia (PE)";"34939"
"2611101";"Petrolina (PE)";"326017"
"2611200";"Poção (PE)";"11263"
"2611309";"Pombos (PE)";"26779"
"2611408";"Primavera (PE)";"14358"
"2611507";"Quipapá (PE)";"25381"
"2611533";"Quixaba (PE)";"6835"
"2611606";"Recife (PE)";"1608488"
"2611705";"Riacho das Almas (PE)";"20064"
"2611804";"Ribeirão (PE)";"46433"
"2611903";"Rio Formoso (PE)";"23078"
"2612000";"Sairé (PE)";"10633"
"2612109";"Salgadinho (PE)";"10252"
"2612208";"Salgueiro (PE)";"59409"
"2612307";"Saloá (PE)";"15722"
"2612406";"Sanharó (PE)";"24556"
"2612455";"Santa Cruz (PE)";"14675"
"2612471";"Santa Cruz da Baixa Verde (PE)";"12308"
"2612505";"Santa Cruz do Capibaribe (PE)";"99232"
"2612554";"Santa Filomena (PE)";"14076"
"2612604";"Santa Maria da Boa Vista (PE)";"41103"
"2612703";"Santa Maria do Cambucá (PE)";"13728"
"2612802";"Santa Terezinha (PE)";"11571"
"2612901";"São Benedito do Sul (PE)";"15105"
"2613008";"São Bento do Una (PE)";"57046"
"2613107";"São Caitano (PE)";"36626"
"2613206";"São João (PE)";"22284"
"2613305";"São Joaquim do Monte (PE)";"21126"
"2613404";"São José da Coroa Grande (PE)";"20005"
"2613503";"São José do Belmonte (PE)";"33610"
"2613602";"São José do Egito (PE)";"33188"
"2613701";"São Lourenço da Mata (PE)";"109298"
"2613800";"São Vicente Férrer (PE)";"17688"
"2613909";"Serra Talhada (PE)";"83712"
"2614006";"Serrita (PE)";"18985"
"2614105";"Sertânia (PE)";"35207"
"2614204";"Sirinhaém (PE)";"43620"
"2614303";"Moreilândia (PE)";"11245"
"2614402";"Solidão (PE)";"5934"
"2614501";"Surubim (PE)";"62530"
"2614600";"Tabira (PE)";"27778"
"2614709";"Tacaimbó (PE)";"12912"
"2614808";"Tacaratu (PE)";"24236"
"2614857";"Tamandaré (PE)";"22323"
"2615003";"Taquaritinga do Norte (PE)";"27188"
"2615102";"Terezinha (PE)";"7025"
"2615201";"Terra Nova (PE)";"10052"
"2615300";"Timbaúba (PE)";"53844"
"2615409";"Toritama (PE)";"41035"
"2615508";"Tracunhaém (PE)";"13547"
"2615607";"Trindade (PE)";"29182"
"2615706";"Triunfo (PE)";"15264"
"2615805";"Tupanatinga (PE)";"26172"
"2615904";"Tuparetama (PE)";"8139"
"2616001";"Venturosa (PE)";"17666"
"2616100";"Verdejante (PE)";"9430"
"2616183";"Vertente do Lério (PE)";"7802"
"2616209";"Vertentes (PE)";"19720"
"2616308";"Vicência (PE)";"32014"
"2616407";"Vitória de Santo Antão (PE)";"134871"
"2616506";"Xexéu (PE)";"14549"
"2700102";"Água Branca (AL)";"20601"
"2700201";"Anadia (AL)";"17972"
"2700300";"Arapiraca (AL)";"229329"
"2700409";"Atalaia (AL)";"47052"
"2700508";"Barra de Santo Antônio (AL)";"15565"
"2700607";"Barra de São Miguel (AL)";"8191"
"2700706";"Batalha (AL)";"18353"
"2700805";"Belém (AL)";"4659"
"2700904";"Belo Monte (AL)";"6763"
"2701001";"Boca da Mata (AL)";"27185"
"2701100";"Branquinha (AL)";"10783"
"2701209";"Cacimbinhas (AL)";"10775"
"2701308";"Cajueiro (AL)";"21261"
"2701357";"Campestre (AL)";"6952"
"2701407";"Campo Alegre (AL)";"55814"
"2701506";"Campo Grande (AL)";"9646"
"2701605";"Canapi (AL)";"17973"
"2701704";"Capela (AL)";"17591"
"2701803";"Carneiros (AL)";"8867"
"2701902";"Chã Preta (AL)";"7417"
"2702009";"Coité do Nóia (AL)";"11049"
"2702108";"Colônia Leopoldina (AL)";"21477"
"2702207";"Coqueiro Seco (AL)";"5844"
"2702306";"Coruripe (AL)";"56153"
"2702355";"Craíbas (AL)";"24166"
"2702405";"Delmiro Gouveia (AL)";"51349"
"2702504";"Dois Riachos (AL)";"11229"
"2702553";"Estrela de Alagoas (AL)";"18198"
"2702603";"Feira Grande (AL)";"22406"
"2702702";"Feliz Deserto (AL)";"4714"
"2702801";"Flexeiras (AL)";"12890"
"2702900";"Girau do Ponciano (AL)";"40100"
"2703007";"Ibateguara (AL)";"15783"
"2703106";"Igaci (AL)";"26060"
"2703205";"Igreja Nova (AL)";"24455"
"2703304";"Inhapi (AL)";"18535"
"2703403";"Jacaré dos Homens (AL)";"5469"
"2703502";"Jacuípe (AL)";"7177"
"2703601";"Japaratinga (AL)";"8294"
"2703700";"Jaramataia (AL)";"5706"
"2703759";"Jequiá da Praia (AL)";"11918"
"2703809";"Joaquim Gomes (AL)";"23941"
"2703908";"Jundiá (AL)";"4253"
"2704005";"Junqueiro (AL)";"25078"
"2704104";"Lagoa da Canoa (AL)";"18437"
"2704203";"Limoeiro de Anadia (AL)";"28439"
"2704302";"Maceió (AL)";"1005319"
"2704401";"Major Isidoro (AL)";"19963"
"2704500";"Maragogi (AL)";"31748"
"2704609";"Maravilha (AL)";"9962"
"2704708";"Marechal Deodoro (AL)";"50512"
"2704807";"Maribondo (AL)";"13719"
"2704906";"Mar Vermelho (AL)";"3674"
"2705002";"Mata Grande (AL)";"25659"
"2705101";"Matriz de Camaragibe (AL)";"25006"
"2705200";"Messias (AL)";"17350"
"2705309";"Minador do Negrão (AL)";"5432"
"2705408";"Monteirópolis (AL)";"7230"
"2705507";"Murici (AL)";"28201"
"2705606";"Novo Lino (AL)";"12583"
"2705705";"Olho d'Água das Flores (AL)";"21572"
"2705804";"Olho d'Água do Casado (AL)";"9209"
"2705903";"Olho d'Água Grande (AL)";"5169"
"2706000";"Olivença (AL)";"11643"
"2706109";"Ouro Branco (AL)";"11484"
"2706208";"Palestina (AL)";"4970"
"2706307";"Palmeira dos Índios (AL)";"73725"
"2706406";"Pão de Açúcar (AL)";"24924"
"2706422";"Pariconha (AL)";"10688"
"2706448";"Paripueira (AL)";"12687"
"2706505";"Passo de Camaragibe (AL)";"15396"
"2706604";"Paulo Jacinto (AL)";"7683"
"2706703";"Penedo (AL)";"63842"
"2706802";"Piaçabuçu (AL)";"17977"
"2706901";"Pilar (AL)";"35153"
"2707008";"Pindoba (AL)";"2958"
"2707107";"Piranhas (AL)";"24759"
"2707206";"Poço das Trincheiras (AL)";"14449"
"2707305";"Porto Calvo (AL)";"27171"
"2707404";"Porto de Pedras (AL)";"8253"
"2707503";"Porto Real do Colégio (AL)";"20138"
"2707602";"Quebrangulo (AL)";"11644"
"2707701";"Rio Largo (AL)";"75267"
"2707800";"Roteiro (AL)";"6819"
"2707909";"Santa Luzia do Norte (AL)";"7292"
"2708006";"Santana do Ipanema (AL)";"47593"
"2708105";"Santana do Mundaú (AL)";"11070"
"2708204";"São Brás (AL)";"7020"
"2708303";"São José da Laje (AL)";"23950"
"2708402";"São José da Tapera (AL)";"32075"
"2708501";"São Luís do Quitunde (AL)";"34436"
"2708600";"São Miguel dos Campos (AL)";"59830"
"2708709";"São Miguel dos Milagres (AL)";"7795"
"2708808";"São Sebastião (AL)";"34024"
"2708907";"Satuba (AL)";"13241"
"2708956";"Senador Rui Palmeira (AL)";"13839"
"2709004";"Tanque d'Arca (AL)";"6346"
"2709103";"Taquarana (AL)";"19856"
"2709152";"Teotônio Vilela (AL)";"43895"
"2709202";"Traipu (AL)";"27648"
"2709301";"União dos Palmares (AL)";"65764"
"2709400";"Viçosa (AL)";"26249"
"2800100";"Amparo do São Francisco (SE)";"2366"
"2800209";"Aquidabã (SE)";"21170"
"2800308";"Aracaju (SE)";"623766"
"2800407";"Arauá (SE)";"10684"
"2800506";"Areia Branca (SE)";"17996"
"2800605";"Barra dos Coqueiros (SE)";"28093"
"2800670";"Boquim (SE)";"26640"
"2800704";"Brejo Grande (SE)";"8165"
"2801009";"Campo do Brito (SE)";"17727"
"2801108";"Canhoba (SE)";"4057"
"2801207";"Canindé de São Francisco (SE)";"27714"
"2801306";"Capela (SE)";"33024"
"2801405";"Carira (SE)";"21299"
"2801504";"Carmópolis (SE)";"15283"
"2801603";"Cedro de São João (SE)";"5868"
"2801702";"Cristinápolis (SE)";"17726"
"2801900";"Cumbe (SE)";"3970"
"2802007";"Divina Pastora (SE)";"4804"
"2802106";"Estância (SE)";"67953"
"2802205";"Feira Nova (SE)";"5551"
"2802304";"Frei Paulo (SE)";"14890"
"2802403";"Gararu (SE)";"11718"
"2802502";"General Maynard (SE)";"3188"
"2802601";"Gracho Cardoso (SE)";"5836"
"2802700";"Ilha das Flores (SE)";"8589"
"2802809";"Indiaroba (SE)";"17165"
"2802908";"Itabaiana (SE)";"92732"
"2803005";"Itabaianinha (SE)";"41116"
"2803104";"Itabi (SE)";"5032"
"2803203";"Itaporanga d'Ajuda (SE)";"32911"
"2803302";"Japaratuba (SE)";"18098"
"2803401";"Japoatã (SE)";"13249"
"2803500";"Lagarto (SE)";"101305"
"2803609";"Laranjeiras (SE)";"28835"
"2803708";"Macambira (SE)";"6774"
"2803807";"Malhada dos Bois (SE)";"3632"
"2803906";"Malhador (SE)";"12550"
"2804003";"Maruim (SE)";"17076"
"2804102";"Moita Bonita (SE)";"11372"
"2804201";"Monte Alegre de Sergipe (SE)";"14685"
"2804300";"Muribeca (SE)";"7620"
"2804409";"Neópolis (SE)";"18961"
"2804458";"Nossa Senhora Aparecida (SE)";"8809"
"2804508";"Nossa Senhora da Glória (SE)";"35268"
"2804607";"Nossa Senhora das Dores (SE)";"26042"
"2804706";"Nossa Senhora de Lourdes (SE)";"6475"
"2804805";"Nossa Senhora do Socorro (SE)";"174974"
"2804904";"Pacatuba (SE)";"14032"
"2805000";"Pedra Mole (SE)";"3170"
"2805109";"Pedrinhas (SE)";"9374"
"2805208";"Pinhão (SE)";"6380"
"2805307";"Pirambu (SE)";"8971"
"2805406";"Poço Redondo (SE)";"33358"
"2805505";"Poço Verde (SE)";"23249"
"2805604";"Porto da Folha (SE)";"28366"
"2805703";"Propriá (SE)";"29562"
"2805802";"Riachão do Dantas (SE)";"19957"
"2805901";"Riachuelo (SE)";"9949"
"2806008";"Ribeirópolis (SE)";"18218"
"2806107";"Rosário do Catete (SE)";"10191"
"2806206";"Salgado (SE)";"20039"
"2806305";"Santa Luzia do Itanhy (SE)";"13733"
"2806404";"Santana do São Francisco (SE)";"7532"
"2806503";"Santa Rosa de Lima (SE)";"3899"
"2806602";"Santo Amaro das Brotas (SE)";"11963"
"2806701";"São Cristóvão (SE)";"85814"
"2806800";"São Domingos (SE)";"10887"
"2806909";"São Francisco (SE)";"3777"
"2807006";"São Miguel do Aleixo (SE)";"3881"
"2807105";"Simão Dias (SE)";"40364"
"2807204";"Siriri (SE)";"8588"
"2807303";"Telha (SE)";"3144"
"2807402";"Tobias Barreto (SE)";"50971"
"2807501";"Tomar do Geru (SE)";"13196"
"2807600";"Umbaúba (SE)";"24251"
"2900108";"Abaíra (BA)";"9243"
"2900207";"Abaré (BA)";"19290"
"2900306";"Acajutiba (BA)";"15668"
"2900355";"Adustina (BA)";"17044"
"2900405";"Água Fria (BA)";"16959"
"2900504";"Érico Cardoso (BA)";"11472"
"2900603";"Aiquara (BA)";"4790"
"2900702";"Alagoinhas (BA)";"153560"
"2900801";"Alcobaça (BA)";"23231"
"2900900";"Almadina (BA)";"6234"
"2901007";"Amargosa (BA)";"37557"
"2901106";"Amélia Rodrigues (BA)";"26458"
"2901155";"América Dourada (BA)";"16904"
"2901205";"Anagé (BA)";"20388"
"2901304";"Andaraí (BA)";"13716"
"2901353";"Andorinha (BA)";"14862"
"2901403";"Angical (BA)";"14742"
"2901502";"Anguera (BA)";"11209"
"2901601";"Antas (BA)";"18970"
"2901700";"Antônio Cardoso (BA)";"12216"
"2901809";"Antônio Gonçalves (BA)";"12083"
"2901908";"Aporá (BA)";"19063"
"2901957";"Apuarema (BA)";"7780"
"2902005";"Aracatu (BA)";"14158"
"2902054";"Araçás (BA)";"12402"
"2902104";"Araci (BA)";"56023"
"2902203";"Aramari (BA)";"11237"
"2902252";"Arataca (BA)";"11779"
"2902302";"Aratuípe (BA)";"9104"
"2902401";"Aurelino Leal (BA)";"13301"
"2902500";"Baianópolis (BA)";"14126"
"2902609";"Baixa Grande (BA)";"21186"
"2902658";"Banzaê (BA)";"12560"
"2902708";"Barra (BA)";"53786"
"2902807";"Barra da Estiva (BA)";"22566"
"2902906";"Barra do Choça (BA)";"35200"
"2903003";"Barra do Mendes (BA)";"14540"
"2903102";"Barra do Rocha (BA)";"6518"
"2903201";"Barreiras (BA)";"152208"
"2903235";"Barro Alto (BA)";"15230"
"2903276";"Barrocas (BA)";"15624"
"2903300";"Barro Preto (BA)";"6627"
"2903409";"Belmonte (BA)";"23620"
"2903508";"Belo Campo (BA)";"18459"
"2903607";"Biritinga (BA)";"15769"
"2903706";"Boa Nova (BA)";"14861"
"2903805";"Boa Vista do Tupim (BA)";"18677"
"2903904";"Bom Jesus da Lapa (BA)";"68922"
"2903953";"Bom Jesus da Serra (BA)";"10597"
"2904001";"Boninal (BA)";"14490"
"2904050";"Bonito (BA)";"16730"
"2904100";"Boquira (BA)";"22409"
"2904209";"Botuporã (BA)";"11089"
"2904308";"Brejões (BA)";"15265"
"2904407";"Brejolândia (BA)";"10624"
"2904506";"Brotas de Macaúbas (BA)";"11158"
"2904605";"Brumado (BA)";"69022"
"2904704";"Buerarema (BA)";"19297"
"2904753";"Buritirama (BA)";"21418"
"2904803";"Caatiba (BA)";"10486"
"2904852";"Cabaceiras do Paraguaçu (BA)";"18850"
"2904902";"Cachoeira (BA)";"34394"
"2905008";"Caculé (BA)";"23392"
"2905107";"Caém (BA)";"10282"
"2905156";"Caetanos (BA)";"15913"
"2905206";"Caetité (BA)";"52353"
"2905305";"Cafarnaum (BA)";"18595"
"2905404";"Cairu (BA)";"17457"
"2905503";"Caldeirão Grande (BA)";"13555"
"2905602";"Camacan (BA)";"33135"
"2905701";"Camaçari (BA)";"281413"
"2905800";"Camamu (BA)";"36321"
"2905909";"Campo Alegre de Lourdes (BA)";"29877"
"2906006";"Campo Formoso (BA)";"71900"
"2906105";"Canápolis (BA)";"10137"
"2906204";"Canarana (BA)";"26200"
"2906303";"Canavieiras (BA)";"33415"
"2906402";"Candeal (BA)";"9075"
"2906501";"Candeias (BA)";"88308"
"2906600";"Candiba (BA)";"14599"
"2906709";"Cândido Sales (BA)";"26952"
"2906808";"Cansanção (BA)";"35135"
"2906824";"Canudos (BA)";"17070"
"2906857";"Capela do Alto Alegre (BA)";"12123"
"2906873";"Capim Grosso (BA)";"29107"
"2906899";"Caraíbas (BA)";"10150"
"2906907";"Caravelas (BA)";"22442"
"2907004";"Cardeal da Silva (BA)";"9681"
"2907103";"Carinhanha (BA)";"29864"
"2907202";"Casa Nova (BA)";"71504"
"2907301";"Castro Alves (BA)";"27194"
"2907400";"Catolândia (BA)";"3644"
"2907509";"Catu (BA)";"55380"
"2907558";"Caturama (BA)";"9762"
"2907608";"Central (BA)";"18101"
"2907707";"Chorrochó (BA)";"11484"
"2907806";"Cícero Dantas (BA)";"34540"
"2907905";"Cipó (BA)";"16938"
"2908002";"Coaraci (BA)";"20183"
"2908101";"Cocos (BA)";"19340"
"2908200";"Conceição da Feira (BA)";"22448"
"2908309";"Conceição do Almeida (BA)";"18583"
"2908408";"Conceição do Coité (BA)";"67651"
"2908507";"Conceição do Jacuípe (BA)";"33066"
"2908606";"Conde (BA)";"25961"
"2908705";"Condeúba (BA)";"18312"
"2908804";"Contendas do Sincorá (BA)";"4340"
"2908903";"Coração de Maria (BA)";"23228"
"2909000";"Cordeiros (BA)";"8795"
"2909109";"Coribe (BA)";"15000"
"2909208";"Coronel João Sá (BA)";"17256"
"2909307";"Correntina (BA)";"33084"
"2909406";"Cotegipe (BA)";"14396"
"2909505";"Cravolândia (BA)";"5552"
"2909604";"Crisópolis (BA)";"21529"
"2909703";"Cristópolis (BA)";"14247"
"2909802";"Cruz das Almas (BA)";"63761"
"2909901";"Curaçá (BA)";"34974"
"2910008";"Dário Meira (BA)";"12190"
"2910057";"Dias d'Ávila (BA)";"76624"
"2910107";"Dom Basílio (BA)";"12441"
"2910206";"Dom Macedo Costa (BA)";"4140"
"2910305";"Elísio Medrado (BA)";"8420"
"2910404";"Encruzilhada (BA)";"20859"
"2910503";"Entre Rios (BA)";"42828"
"2910602";"Esplanada (BA)";"36339"
"2910701";"Euclides da Cunha (BA)";"60932"
"2910727";"Eunápolis (BA)";"112032"
"2910750";"Fátima (BA)";"18502"
"2910776";"Feira da Mata (BA)";"5911"
"2910800";"Feira de Santana (BA)";"612000"
"2910859";"Filadélfia (BA)";"17593"
"2910909";"Firmino Alves (BA)";"5766"
"2911006";"Floresta Azul (BA)";"11352"
"2911105";"Formosa do Rio Preto (BA)";"25074"
"2911204";"Gandu (BA)";"33097"
"2911253";"Gavião (BA)";"4729"
"2911303";"Gentio do Ouro (BA)";"11381"
"2911402";"Glória (BA)";"16039"
"2911501";"Gongogi (BA)";"8212"
"2911600";"Governador Mangabeira (BA)";"21198"
"2911659";"Guajeru (BA)";"9087"
"2911709";"Guanambi (BA)";"85237"
"2911808";"Guaratinga (BA)";"22465"
"2911857";"Heliópolis (BA)";"13786"
"2911907";"Iaçu (BA)";"26382"
"2912004";"Ibiassucê (BA)";"10679"
"2912103";"Ibicaraí (BA)";"24303"
"2912202";"Ibicoara (BA)";"19309"
"2912301";"Ibicuí (BA)";"16640"
"2912400";"Ibipeba (BA)";"18540"
"2912509";"Ibipitanga (BA)";"15231"
"2912608";"Ibiquera (BA)";"5149"
"2912707";"Ibirapitanga (BA)";"24118"
"2912806";"Ibirapuã (BA)";"8671"
"2912905";"Ibirataia (BA)";"18348"
"2913002";"Ibitiara (BA)";"16614"
"2913101";"Ibititá (BA)";"18740"
"2913200";"Ibotirama (BA)";"27405"
"2913309";"Ichu (BA)";"6288"
"2913408";"Igaporã (BA)";"16193"
"2913457";"Igrapiúna (BA)";"14509"
"2913507";"Iguaí (BA)";"27704"
"2913606";"Ilhéus (BA)";"182350"
"2913705";"Inhambupe (BA)";"40441"
"2913804";"Ipecaetá (BA)";"15634"
"2913903";"Ipiaú (BA)";"47388"
"2914000";"Ipirá (BA)";"62172"
"2914109";"Ipupiara (BA)";"10054"
"2914208";"Irajuba (BA)";"7443"
"2914307";"Iramaia (BA)";"10809"
"2914406";"Iraquara (BA)";"24712"
"2914505";"Irará (BA)";"29770"
"2914604";"Irecê (BA)";"72730"
"2914653";"Itabela (BA)";"30852"
"2914703";"Itaberaba (BA)";"66065"
"2914802";"Itabuna (BA)";"218925"
"2914901";"Itacaré (BA)";"27198"
"2915007";"Itaeté (BA)";"16370"
"2915106";"Itagi (BA)";"13448"
"2915205";"Itagibá (BA)";"15871"
"2915304";"Itagimirim (BA)";"7384"
"2915353";"Itaguaçu da Bahia (BA)";"14533"
"2915403";"Itaju do Colônia (BA)";"7428"
"2915502";"Itajuípe (BA)";"21817"
"2915601";"Itamaraju (BA)";"67191"
"2915700";"Itamari (BA)";"8534"
"2915809";"Itambé (BA)";"23520"
"2915908";"Itanagra (BA)";"8029"
"2916005";"Itanhém (BA)";"20671"
"2916104";"Itaparica (BA)";"22476"
"2916203";"Itapé (BA)";"10448"
"2916302";"Itapebi (BA)";"10910"
"2916401";"Itapetinga (BA)";"75440"
"2916500";"Itapicuru (BA)";"35632"
"2916609";"Itapitanga (BA)";"10799"
"2916708";"Itaquara (BA)";"8480"
"2916807";"Itarantim (BA)";"19968"
"2916856";"Itatim (BA)";"14691"
"2916906";"Itiruçu (BA)";"13336"
"2917003";"Itiúba (BA)";"38413"
"2917102";"Itororó (BA)";"21143"
"2917201";"Ituaçu (BA)";"19311"
"2917300";"Ituberá (BA)";"28934"
"2917334";"Iuiu (BA)";"11294"
"2917359";"Jaborandi (BA)";"9318"
"2917409";"Jacaraci (BA)";"15380"
"2917508";"Jacobina (BA)";"84577"
"2917607";"Jaguaquara (BA)";"55127"
"2917706";"Jaguarari (BA)";"32969"
"2917805";"Jaguaripe (BA)";"18432"
"2917904";"Jandaíra (BA)";"11031"
"2918001";"Jequié (BA)";"161150"
"2918100";"Jeremoabo (BA)";"40851"
"2918209";"Jiquiriçá (BA)";"14993"
"2918308";"Jitaúna (BA)";"13636"
"2918357";"João Dourado (BA)";"24894"
"2918407";"Juazeiro (BA)";"216588"
"2918456";"Jucuruçu (BA)";"10272"
"2918506";"Jussara (BA)";"15844"
"2918555";"Jussari (BA)";"6434"
"2918605";"Jussiape (BA)";"7429"
"2918704";"Lafaiete Coutinho (BA)";"4046"
"2918753";"Lagoa Real (BA)";"15676"
"2918803";"Laje (BA)";"23682"
"2918902";"Lajedão (BA)";"3997"
"2919009";"Lajedinho (BA)";"3993"
"2919058";"Lajedo do Tabocal (BA)";"8810"
"2919108";"Lamarão (BA)";"9554"
"2919157";"Lapão (BA)";"27432"
"2919207";"Lauro de Freitas (BA)";"188013"
"2919306";"Lençóis (BA)";"11340"
"2919405";"Licínio de Almeida (BA)";"12965"
"2919504";"Livramento de Nossa Senhora (BA)";"45647"
"2919553";"Luís Eduardo Magalhães (BA)";"76420"
