MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: DEZ/2022.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
RJ;330110;CANTAGALO;3;61;714;12;1.701;178;154;509;0;74;24;12;0;421;0;1;4;0;1;2;0;1;
RO;110030;VILHENA;10;50;519;15;1.161;98;984;1.713;7;208;27;6;2;476;115;102;59;1;3;4;5;0;
MG;317070;VARGINHA;75;171;1.739;30;2.020;338;576;2.919;8;137;107;29;7;1.014;0;1;24;1;0;15;429;6;
RS;430755;ESTAÇÃO;4;3;45;11;108;13;38;386;1;0;6;3;4;207;0;0;1;0;5;0;93;0;
AL;270840;SÃO JOSÉ DA TAPERA;9;23;358;1;876;16;421;782;0;166;4;4;0;460;81;0;4;2;4;0;0;0;
RN;240615;JUNDIÁ;3;1;152;0;294;2;30;186;0;58;0;0;0;20;0;0;0;0;0;2;0;0;
SP;352060;INDIANA;1;4;392;1;1.052;40;38;493;1;2;1;2;0;84;0;178;0;0;0;0;0;1;
PA;150304;FLORESTA DO ARAGUAIA;1;20;195;1;743;3;243;633;1;59;4;14;1;42;15;2;6;2;11;3;21;2;
RO;110080;CANDEIAS DO JAMARI;6;8;158;6;211;24;130;225;3;18;0;0;0;31;8;0;4;0;3;1;1;3;
SC;421795;TIGRINHOS;5;1;95;4;172;10;30;215;1;3;0;1;2;94;0;0;1;0;0;1;3;0;
RJ;330395;PINHEIRAL;21;40;232;6;449;69;226;962;4;36;10;7;0;139;0;2;7;0;3;2;24;0;
PE;260550;FERREIROS;2;6;155;0;279;7;73;293;0;19;2;4;0;56;0;0;2;0;1;0;0;1;
MT;510310;COCALINHO;2;11;116;0;441;3;74;117;1;3;6;1;0;30;0;6;12;5;0;0;0;0;
PR;410390;CAMPINA DA LAGOA;7;10;163;7;474;127;184;387;1;12;5;3;0;427;0;9;3;2;4;1;2;1;
MG;317050;URUCÂNIA;3;12;254;2;924;12;55;625;1;23;1;5;4;137;23;0;2;0;0;1;2;1;
BA;290350;BELO CAMPO;7;7;359;2;911;8;156;392;0;72;27;1;0;121;6;0;6;1;1;1;1;0;
SC;421105;MONTE CARLO;0;35;38;5;69;4;132;152;1;8;1;3;0;100;0;0;1;0;0;2;0;0;
GO;520450;CALDAS NOVAS;7;35;307;7;611;61;627;758;1;32;24;20;25;331;2;5;11;1;1;2;2;0;
BA;290170;ANTÔNIO CARDOSO;2;2;85;1;213;8;93;133;2;194;1;3;0;34;119;0;0;0;1;4;1;21;
MG;311950;CORONEL MURTA;0;3;8;0;30;2;53;355;0;8;1;3;0;13;0;1;0;1;2;0;0;0;
AM;130140;EIRUNEPÉ;8;33;302;3;1.218;22;368;105;39;326;1;1;1;241;192;3;16;2;0;0;90;0;
PE;260515;DORMENTES;3;4;340;8;838;37;138;577;1;17;4;1;0;97;192;0;0;1;0;0;0;0;
RN;241030;SERRA CAIADA;7;8;381;0;604;17;112;405;1;92;7;3;1;196;3;0;2;0;0;0;0;0;
MG;315620;ROCHEDO DE MINAS;0;8;10;0;16;22;26;48;0;5;2;1;0;78;11;0;0;0;0;0;38;0;
