MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: MAI/2023.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
BA;293130;TAPIRAMUTÁ;7;3;132;4;458;2;129;390;1;41;0;1;0;42;0;0;2;0;5;0;1;0;
MT;510704;PRIMAVERA DO LESTE;37;48;475;26;1.285;145;903;2.488;6;296;24;4;3;561;4;94;50;4;20;1;5;4;
SC;420940;LAGUNA;39;39;788;19;1.469;34;265;1.538;3;34;22;7;12;303;19;1;14;0;1;3;2;0;
PR;411920;PINHALÃO;15;10;251;5;722;33;104;256;1;38;6;2;5;59;0;2;1;0;1;0;0;0;
MA;211120;SÃO JOSÉ DE RIBAMAR;30;74;1.448;5;2.532;121;1.449;4.553;11;597;2;3;3;345;46;3;55;45;68;74;110;27;
AM;130440;URUCURITUBA;23;33;256;4;693;41;233;945;7;300;1;1;11;459;437;0;14;0;0;5;4;3;
CE;230450;FRECHEIRINHA;7;9;307;2;506;24;226;620;2;87;1;7;0;899;1;0;0;1;7;4;2;2;
SP;350920;CAJAMAR;137;71;862;53;1.542;294;604;3.255;0;164;34;13;11;1.085;13;0;17;4;24;13;131;19;
RN;241440;TOUROS;23;48;536;4;1.102;115;395;4.309;2;465;11;9;2;293;0;2;11;0;23;2;1;0;
BA;291470;ITABERABA;25;65;560;1;1.580;31;551;1.525;5;212;14;6;1;167;1;7;8;2;13;3;17;1;
RJ;330410;PORCIÚNCULA;14;27;553;7;1.318;9;156;1.077;0;9;18;7;2;376;0;8;1;1;0;3;1;0;
PA;150090;AUGUSTO CORRÊA;21;49;448;9;692;41;708;1.267;4;281;6;0;2;150;0;0;15;1;10;0;13;0;
RS;430595;COTIPORÃ;2;3;52;3;79;4;13;383;2;3;0;5;9;127;0;0;1;0;0;0;4;7;
PB;250580;DUAS ESTRADAS;3;0;52;2;130;8;38;153;0;8;0;0;0;91;2;0;0;0;6;0;0;0;
RS;431570;RIO PARDO;25;35;201;9;315;75;258;1.507;2;52;12;1;2;59;4;0;11;0;0;5;354;1;
GO;522157;UIRAPURU;1;1;71;4;129;2;25;18;0;28;4;0;0;28;127;19;0;0;0;23;23;20;
MG;311360;CAREAÇU;4;8;175;2;468;97;39;956;0;0;4;11;4;220;100;0;0;0;0;0;0;0;
MG;313790;LAMIM;9;2;36;10;168;25;14;201;0;0;0;0;1;31;0;0;0;0;0;0;43;0;
PB;250660;IBIARA;3;8;89;9;197;2;35;220;0;33;3;0;1;12;0;0;2;0;3;0;0;0;
SP;353400;ONDA VERDE;9;15;117;13;153;35;82;246;0;7;18;3;0;149;95;2;0;0;3;0;29;0;
TO;171884;SANDOLÂNDIA;7;2;20;1;58;1;39;45;1;0;1;0;0;27;0;0;0;1;0;0;1;0;
RS;432285;VESPASIANO CORREA;3;0;55;0;236;0;14;149;0;0;0;1;0;52;0;1;0;0;0;1;2;0;
MG;316500;SÃO TIAGO;6;18;252;9;266;62;71;485;0;3;2;1;0;125;0;11;0;0;0;3;5;0;
ES;320120;CACHOEIRO DE ITAPEMIRIM;115;111;2.071;45;5.077;121;1.008;6.151;3;137;52;14;20;1.291;0;61;33;0;25;29;25;0;
RN;240390;FRANCISCO DANTAS;4;5;24;2;41;16;20;104;0;36;2;0;0;38;1;1;2;0;0;0;0;0;
PE;261380;SÃO VICENTE FERRER;11;20;408;3;875;20;242;701;1;71;6;2;1;123;4;2;5;0;7;2;0;1;
MG;311930;COROMANDEL;10;14;240;16;625;17;193;1.118;0;17;6;3;1;346;22;461;6;0;3;1;4;6;
RN;240960;PEDRA PRETA;5;0;93;0;143;39;15;116;0;7;0;0;0;20;0;0;1;0;0;0;0;0;
TO;170270;AURORA DO TOCANTINS;2;10;18;0;65;0;53;39;0;3;3;0;0;63;0;0;1;1;0;0;0;0;
SP;354300;RIBEIRÃO BRANCO;32;27;327;15;632;117;616;1.194;3;111;12;9;3;225;34;2;7;0;10;0;1;0;
RS;432132;TAQUARUÇU DO SUL;10;5;17;4;51;6;24;104;0;5;1;1;1;107;0;0;4;0;1;0;0;0;
SP;353040;MIRASSOLÂNDIA;5;2;57;11;210;61;59;197;0;9;3;4;2;365;0;8;2;0;0;0;47;0;
BA;292460;PINDOBAÇU;5;4;285;0;733;13;208;668;1;71;10;6;0;130;21;0;3;1;8;0;0;0;
MG;312825;GUARACIAMA;0;6;76;0;235;16;60;204;0;1;0;1;0;53;527;0;0;0;0;0;0;0;
TO;171790;PONTE ALTA DO TOCANTINS;1;2;40;1;118;30;105;158;1;13;2;1;0;36;0;2;1;0;1;0;0;3;
RS;430583;COQUEIRO BAIXO;2;0;63;4;208;3;8;478;0;3;0;0;0;75;146;0;4;0;1;0;21;0;
TO;170307;BARRA DO OURO;2;4;34;4;86;7;97;138;0;2;0;0;0;42;6;1;1;1;0;0;0;0;
