MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: ABR/2018.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
BA;291005;DIAS D'ÁVILA;24;8;394;8;850;75;387;449;37;847;16;12;4;111;65;0;12;1;9;29;120;34;
BA;293200;UAUÁ;17;2;285;4;1.108;39;214;355;9;192;5;5;2;281;157;0;0;0;0;1;6;1;
BA;290150;ANGUERA;4;9;82;0;211;13;62;190;5;41;0;1;3;93;72;0;1;0;1;7;8;1;
BA;292805;SANTA LUZIA;9;6;175;3;504;25;100;133;6;204;3;1;0;85;90;0;2;0;7;5;15;6;
BA;290740;CATOLÂNDIA;5;2;13;1;99;9;30;54;3;35;2;0;1;23;34;0;0;1;0;4;15;2;
BA;291190;IAÇU;47;310;746;29;1.913;171;578;1.016;89;3.430;48;14;8;262;1.281;0;215;15;4;65;267;111;
BA;292380;PARIPIRANGA;8;4;125;8;374;20;231;146;11;260;13;4;0;248;70;1;0;0;1;125;70;28;
BA;292540;POTIRAGUÁ;0;0;42;1;232;8;41;51;1;49;2;3;1;21;205;0;3;0;0;4;4;0;
AL;270235;CRAÍBAS;2;5;261;8;1.126;47;258;820;46;666;31;21;1;329;308;0;7;2;0;4;53;191;
PB;251392;SÃO BENTINHO;5;6;59;0;240;3;42;711;0;25;0;0;0;192;2;0;2;0;0;0;0;0;
MA;211150;SÃO MATEUS DO MARANHÃO;3;19;169;18;560;26;339;214;20;264;7;6;1;104;659;0;14;0;0;0;11;0;
PR;411770;PALMEIRA;17;13;137;14;568;40;116;35;4;70;11;9;0;100;0;0;7;0;1;0;0;0;
PA;150740;SÃO FRANCISCO DO PARÁ;22;7;136;10;322;44;172;576;13;283;22;1;0;150;8;6;2;7;5;7;48;20;
PE;261160;RECIFE;710;310;4.376;197;11.549;1.120;4.236;7.014;302;5.111;249;182;138;4.529;1.577;24;250;164;379;337;1.356;203;
PE;261370;SÃO LOURENÇO DA MATA;12;10;285;7;655;25;482;427;14;487;9;2;0;214;355;0;5;9;9;6;45;15;
PA;150795;TAILÂNDIA;65;31;412;15;1.008;89;665;1.262;56;392;18;5;1;109;736;6;11;10;4;82;101;29;
PE;260350;CAMOCIM DE SÃO FÉLIX;10;7;101;9;373;21;143;264;13;375;2;6;1;303;102;0;3;0;0;19;32;13;
MG;311660;CLÁUDIO;31;16;315;40;970;302;138;279;20;214;46;28;18;356;34;1;21;0;0;204;246;13;
PR;412240;ROLÂNDIA;68;23;313;17;553;110;1.287;998;153;289;18;14;14;214;110;3;52;1;7;272;451;16;
ES;320506;VENDA NOVA DO IMIGRANTE;17;2;66;5;252;4;116;67;3;134;4;3;0;151;34;0;11;3;3;61;98;55;
PE;260040;ÁGUA PRETA;11;32;139;7;410;41;169;248;10;220;3;1;0;164;203;0;14;1;8;36;88;3;
RO;110015;OURO PRETO DO OESTE;11;15;187;19;731;25;255;191;1;57;70;41;37;355;44;4;11;16;24;34;41;58;
SP;355250;SUZANO;156;54;814;64;2.882;201;790;1.918;168;1.787;104;17;19;1.101;406;1;34;0;14;67;196;17;
MG;311940;CORONEL FABRICIANO;87;53;542;23;1.916;299;306;493;21;249;24;24;7;1.143;573;967;53;1;11;82;305;6;
MG;312660;FRANCISCO DUMONT;3;0;39;2;75;18;25;51;7;42;4;2;0;89;279;1;2;0;0;0;3;0;
PB;251080;PATOS;48;30;600;48;2.024;105;775;864;74;630;67;15;13;1.501;1.061;6;49;1;11;54;120;49;
PE;260670;IBIRAJUBA;6;8;87;5;235;9;66;96;6;80;2;2;1;181;97;0;1;0;0;5;32;20;
RN;240710;MACAÍBA;56;39;698;26;1.422;201;417;581;45;1.527;56;43;4;856;750;4;27;0;39;99;241;242;
CE;230980;PACOTI;7;7;195;11;384;11;129;204;8;153;1;1;0;41;13;1;1;0;2;10;40;0;
PE;260980;OROCÓ;30;2;19;0;243;11;65;100;4;148;7;9;3;49;151;0;1;0;1;0;1;0;
SP;354325;RIBEIRÃO GRANDE;2;2;28;1;70;1;18;45;0;1;0;1;1;20;404;0;0;0;0;2;2;0;
SC;420950;LAURENTINO;7;0;53;25;116;22;32;92;3;87;9;3;4;441;1;0;3;0;0;0;0;27;
SP;353540;PANORAMA;6;20;74;8;376;16;118;128;0;7;1;7;5;445;0;0;10;4;1;0;0;0;
MG;311350;CARBONITA;1;2;37;2;204;7;13;82;7;9;1;3;2;30;0;0;0;0;0;29;31;2;
RO;110090;CASTANHEIRAS;0;8;4;0;18;0;17;66;1;2;0;0;0;6;0;0;0;1;0;0;0;0;
GO;522150;TURVÂNIA;7;1;17;1;37;1;13;35;1;21;0;2;0;36;11;13;3;2;0;0;2;8;
RS;430450;CANGUÇU;21;10;151;24;905;72;71;816;1;119;29;15;10;605;21;0;2;0;0;11;37;27;
