MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JAN/2022.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
RS;430060;ALVORADA;167;96;791;58;1.436;197;891;5.808;0;270;73;6;11;705;28;0;138;0;13;3;1;1;
MG;311995;CÓRREGO FUNDO;0;17;65;2;125;10;13;184;0;2;0;0;0;108;1;0;0;0;0;0;0;0;
SC;421720;SÃO MIGUEL DO OESTE;16;18;200;35;570;84;227;830;2;63;8;11;9;333;13;0;9;1;3;12;1;108;
MG;317075;VARJÃO DE MINAS;4;4;47;4;50;16;36;196;1;3;6;1;3;210;0;0;1;0;0;0;0;0;
BA;292400;PAULO AFONSO;27;65;813;24;1.717;222;676;1.110;22;535;24;8;5;1.069;616;2;12;1;4;64;75;8;
SC;420800;ITÁ;1;20;46;4;99;11;92;619;1;8;9;12;6;100;0;0;1;0;0;4;4;2;
PE;261618;VERTENTE DO LÉRIO;2;0;104;2;353;2;58;747;0;17;0;2;0;6;1;0;0;0;0;0;0;0;
MG;311540;CATAS ALTAS DA NORUEGA;8;0;21;6;157;0;72;69;0;27;0;2;0;24;0;0;1;1;0;0;0;0;
RN;240930;PATU;4;3;50;1;68;1;82;290;1;35;0;3;0;46;0;0;1;0;6;5;4;0;
PA;150307;GARRAFÃO DO NORTE;8;6;116;0;300;23;282;193;11;225;1;0;0;387;126;0;5;5;1;1;3;2;
TO;170030;AGUIARNÓPOLIS;1;3;19;0;49;1;48;26;2;6;0;0;0;92;55;2;1;0;1;3;4;0;
GO;521180;JARAGUÁ;1;32;401;1;1.161;9;295;636;1;34;0;0;2;237;0;89;1;20;1;0;3;0;
MA;210360;COROATÁ;5;45;339;26;671;24;772;489;84;674;6;1;2;291;221;2;10;19;9;25;61;17;
RO;110094;CUJUBIM;0;3;26;2;43;0;161;182;0;11;0;0;0;127;0;0;8;2;4;0;0;0;
PR;411690;NOVA ESPERANÇA;12;1;92;4;134;12;170;1.199;0;7;4;2;0;145;0;10;2;2;2;4;0;0;
AL;270530;MINADOR DO NEGRÃO;3;2;89;2;297;25;41;67;2;143;2;0;0;113;158;0;0;0;0;0;0;0;
