MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JAN/2023.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
MG;311940;CORONEL FABRICIANO;31;88;1.592;12;4.466;151;822;1.821;55;1.100;39;25;13;1.431;124;14;37;0;0;11;192;0;
BA;292380;PARIPIRANGA;4;17;125;1;321;25;172;561;0;42;4;2;0;63;0;0;0;0;3;1;0;0;
PE;260980;OROCÓ;3;6;118;1;225;9;172;304;0;82;4;0;0;125;1;0;2;2;0;1;1;0;
BA;291005;DIAS D'ÁVILA;28;23;498;9;894;83;600;2.158;6;176;29;6;4;277;8;1;9;6;17;0;23;8;
SC;420950;LAURENTINO;3;4;45;9;53;1;65;39;8;9;1;3;0;59;1;0;7;1;0;2;41;8;
MA;211150;SÃO MATEUS DO MARANHÃO;4;4;588;3;1.498;1;414;440;67;703;9;2;0;241;56;1;12;13;1;5;34;0;
SP;355250;SUZANO;136;76;2.320;70;3.927;317;2.200;3.643;187;1.691;77;33;34;2.714;945;7;51;1;17;52;827;120;
PR;412240;ROLÂNDIA;122;24;1.593;89;2.973;632;2.150;647;148;1.756;178;103;52;1.732;12.615;700;88;17;25;945;1.416;248;
RN;240710;MACAÍBA;85;57;953;20;1.832;313;363;563;43;1.237;32;15;2;1.682;366;3;21;2;21;97;202;38;
SC;420670;HERVAL D'OESTE;9;38;159;22;362;25;191;659;1;45;1;8;1;366;44;0;19;0;2;13;0;1;
AM;130360;SANTA ISABEL DO RIO NEGRO;1;0;47;0;100;0;110;55;8;126;0;2;0;6;5;0;5;0;0;0;87;0;
PE;261160;RECIFE;497;372;5.905;130;12.409;1.567;5.089;16.102;56;1.947;238;172;144;4.504;252;5;357;111;1.044;70;194;49;
PI;220610;MATIAS OLÍMPIO;0;10;146;0;298;48;116;380;0;3;3;0;1;145;508;0;2;0;4;6;7;0;
RS;430640;DOIS IRMÃOS;26;9;429;12;1.134;182;246;1.203;12;242;17;11;4;299;75;1;209;1;15;248;606;194;
PE;260350;CAMOCIM DE SÃO FÉLIX;3;5;223;0;466;17;165;413;3;34;6;9;1;250;0;0;7;0;1;0;0;0;
MG;312660;FRANCISCO DUMONT;3;6;78;2;269;5;19;28;3;21;3;12;3;192;258;5;2;1;0;3;23;0;
RS;430450;CANGUÇU;9;14;109;4;186;20;222;719;0;8;7;1;0;111;1;0;6;0;0;3;59;0;
CE;230980;PACOTI;7;3;211;1;431;10;131;137;8;227;12;3;1;177;33;1;5;0;1;64;59;16;
BA;291190;IAÇU;7;10;450;2;812;10;238;1.064;3;261;4;3;1;37;0;0;3;1;1;0;0;1;
PE;261370;SÃO LOURENÇO DA MATA;50;28;2.582;7;4.892;38;918;3.225;1;37;9;4;5;565;9;0;20;10;11;0;0;0;
MG;316940;TRÊS PONTAS;44;50;898;12;2.273;376;400;276;31;655;44;28;12;719;725;1;9;0;0;53;391;94;
BA;292805;SANTA LUZIA;4;5;239;1;485;6;94;331;1;97;8;5;1;209;295;0;4;1;2;1;0;0;
SP;350360;AREIÓPOLIS;21;0;188;10;372;200;99;41;3;206;6;13;3;431;449;0;4;0;3;19;65;0;
MA;210420;FORTUNA;0;4;168;1;469;12;205;128;15;132;3;1;0;110;77;0;0;4;0;0;2;80;
CE;231070;PENTECOSTE;15;25;664;9;1.514;91;407;828;17;482;12;2;2;676;76;1;9;2;2;12;5;4;
PA;150740;SÃO FRANCISCO DO PARÁ;3;14;136;6;232;10;167;313;23;326;10;1;3;89;14;0;7;0;26;7;100;43;
MT;510710;SÃO JOSÉ DOS QUATRO MARCOS;1;11;149;3;404;12;182;284;2;4;3;1;0;36;0;0;2;5;8;0;0;151;
GO;521483;NOVA CRIXÁS;0;3;177;8;595;4;135;379;9;22;0;1;2;121;0;1;2;7;2;0;32;0;
AL;270235;CRAÍBAS;4;5;368;1;1.138;29;295;431;30;306;7;1;1;349;67;0;1;0;0;15;43;45;
BA;292540;POTIRAGUÁ;2;8;79;0;196;3;75;68;0;38;1;0;0;39;19;0;2;1;0;5;5;5;
MG;315170;POÇO FUNDO;7;11;389;2;819;9;105;173;21;67;6;1;1;143;58;0;2;0;0;68;185;15;
MA;211178;SERRANO DO MARANHÃO;0;4;137;1;365;0;156;106;15;121;0;0;0;7;5;0;0;0;0;0;7;1;
PR;410340;CAFEARA;5;5;17;0;32;8;62;168;1;3;0;5;1;193;0;13;2;0;0;0;0;0;
RO;110015;OURO PRETO DO OESTE;11;16;204;14;456;35;357;420;1;9;8;2;0;156;1;3;9;18;11;4;5;0;
PB;251080;PATOS;40;52;1.196;30;2.233;79;920;1.794;5;195;36;16;16;796;17;0;34;2;28;21;13;0;
