MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JAN/2019.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
PE;261220;SALGUEIRO;13;19;360;9;1.258;127;575;1.067;8;157;7;13;7;609;65;9;10;1;17;16;1;0;
MG;313950;MANHUMIRIM;4;16;277;28;751;71;277;303;21;539;38;13;0;147;1.349;0;12;2;22;2;60;0;
PR;412520;SÃO JORGE D'OESTE;1;0;24;6;69;3;135;45;1;1;4;0;0;80;0;0;0;0;0;0;117;0;
BA;292935;SÃO JOSÉ DA VITÓRIA;2;7;80;4;187;17;63;86;13;132;0;3;2;100;29;0;3;0;1;3;14;1;
RS;430060;ALVORADA;194;15;805;72;2.123;275;800;890;73;756;93;30;20;1.606;2.106;0;92;0;9;80;186;15;
PR;411180;JACAREZINHO;30;30;487;28;1.125;58;662;310;39;536;33;23;43;555;6.160;0;4;1;7;483;551;25;
PB;250470;CONGO;2;1;64;0;138;3;47;107;1;69;0;0;0;53;0;1;4;0;0;2;3;0;
PA;150808;TUCUMÃ;1;1;161;3;443;11;425;400;37;742;2;3;0;166;654;3;4;10;0;3;17;0;
SC;421720;SÃO MIGUEL DO OESTE;21;2;46;12;146;99;83;65;6;153;15;7;1;360;433;8;2;0;0;25;18;45;
PA;150460;MOCAJUBA;1;5;61;2;200;10;198;1.133;62;361;3;1;3;55;78;0;0;1;6;0;4;0;
PB;250215;BOA VISTA;4;0;50;2;165;10;55;87;6;85;14;3;0;47;0;0;2;0;1;3;14;2;
MA;211125;SÃO JOSÉ DOS BASÍLIOS;0;6;10;0;54;28;38;50;6;50;0;2;0;90;376;0;0;0;0;0;2;0;
AL;270750;PORTO REAL DO COLÉGIO;15;12;196;6;830;40;143;317;17;301;8;6;6;138;140;0;2;0;0;3;18;0;
PE;261050;PASSIRA;41;22;984;15;2.274;153;268;460;33;833;85;17;3;1.167;536;0;15;14;19;29;144;246;
PE;261618;VERTENTE DO LÉRIO;6;1;87;9;360;15;59;129;7;231;24;0;1;216;228;1;2;0;0;20;46;0;
BA;292400;PAULO AFONSO;18;50;997;14;2.707;198;926;1.994;77;849;29;2;1;1.038;812;0;29;11;10;174;343;12;
MT;510558;MARCELÂNDIA;1;37;12;0;30;9;55;429;2;43;1;1;0;11;0;0;2;0;1;0;0;0;
CE;231350;TRAIRI;126;15;504;0;876;57;306;126;9;333;3;0;1;68;532;3;2;2;3;3;20;4;
RS;431395;PANTANO GRANDE;4;4;84;15;190;13;46;36;4;34;17;11;6;186;62;0;59;0;0;3;1;88;
MG;316720;SETE LAGOAS;85;78;724;28;1.901;197;453;380;26;349;28;24;12;1.330;224;26;32;2;7;41;202;40;
PB;250480;COREMAS;5;15;34;2;99;16;132;661;8;5;6;0;0;131;161;0;0;0;0;5;2;0;
MA;210360;COROATÁ;8;24;786;32;2.656;19;1.004;1.100;77;2.050;19;4;2;409;870;4;16;50;16;26;10;18;
AL;270700;PINDOBA;7;1;49;2;180;17;36;118;5;139;3;2;0;56;66;0;0;0;2;15;8;0;
PI;220855;PORTO ALEGRE DO PIAUÍ;0;0;0;0;0;2;1;2;0;0;0;0;0;8;20;0;0;0;0;0;0;0;
MA;210005;AÇAILÂNDIA;6;136;456;9;967;92;1.471;1.733;65;472;11;8;0;185;81;0;40;26;12;6;24;0;
CE;231040;PARAMOTI;4;1;95;5;343;43;73;113;5;250;16;2;0;212;73;0;2;5;4;5;13;0;
RO;110094;CUJUBIM;10;14;50;3;197;39;145;81;1;21;7;3;0;85;0;7;4;7;1;0;0;0;
PE;260415;CASINHAS;8;1;114;4;356;65;122;183;14;212;3;3;0;166;7;0;0;0;0;17;34;2;
BA;292205;MULUNGU DO MORRO;2;1;10;0;67;2;135;126;16;193;1;0;0;29;29;0;20;0;0;21;56;4;
PA;150307;GARRAFÃO DO NORTE;13;8;138;11;367;8;311;492;31;468;5;3;2;189;57;0;0;11;2;0;1;19;
AL;270530;MINADOR DO NEGRÃO;3;3;88;0;283;21;49;244;12;180;6;5;3;59;210;1;0;0;1;2;7;0;
TO;170030;AGUIARNÓPOLIS;2;6;44;2;137;12;33;75;2;50;4;0;0;12;103;1;0;0;0;0;0;0;
RS;432000;SAPUCAIA DO SUL;59;45;392;41;618;162;339;1.387;8;203;63;25;26;598;27;0;43;0;11;7;12;4;
RJ;330620;VASSOURAS;16;10;343;9;958;120;182;257;35;473;21;17;5;224;752;44;49;1;0;182;250;40;
PB;251274;RIACHÃO;4;5;66;3;272;45;37;90;15;67;4;0;0;186;101;0;1;0;0;0;0;0;
MG;315340;PRESIDENTE OLEGÁRIO;3;0;31;4;100;2;34;91;0;25;0;1;0;55;30;0;0;1;0;0;0;0;
GO;521180;JARAGUÁ;5;9;81;23;330;31;102;104;8;62;11;1;2;512;136;10;3;6;1;8;10;0;
PI;220920;SANTA FILOMENA;0;11;12;0;57;0;38;3;0;9;0;0;1;12;3;0;8;0;0;0;0;0;
RN;240930;PATU;1;15;56;2;363;6;88;101;19;156;1;0;0;108;27;0;1;1;0;6;4;1;
CE;230535;ICAPUÍ;18;34;460;34;1.144;237;388;399;60;767;61;4;4;1.689;316;0;4;4;26;76;72;0;
PA;150610;PRIMAVERA;7;3;138;6;284;22;85;108;5;176;1;0;1;113;284;2;2;1;4;1;37;3;
SP;350830;CABRÁLIA PAULISTA;4;8;31;1;90;16;29;49;1;13;3;3;4;40;780;2;7;0;0;2;6;81;
BA;292980;SAÚDE;3;1;49;2;149;27;27;18;5;59;3;3;1;14;2;0;0;0;1;0;4;0;
PR;411820;PARANAGUÁ;7;14;163;8;300;12;269;106;25;96;10;2;4;88;51;0;7;1;8;61;167;8;
MS;500710;RIBAS DO RIO PARDO;9;15;101;13;137;9;139;184;8;21;0;2;1;40;4;0;0;1;3;1;0;0;
MG;310130;ALAGOA;5;1;45;11;177;1;18;17;3;5;6;6;2;65;148;0;0;0;0;0;0;0;
PB;250270;BORBOREMA;0;0;4;0;16;8;18;64;1;53;1;0;0;58;150;0;0;0;0;0;23;0;
PI;220350;ELESBÃO VELOSO;1;2;33;1;154;0;93;53;5;199;0;1;0;57;272;0;0;4;2;5;22;1;
MG;316120;SÃO FRANCISCO DE PAULA;2;15;50;10;91;75;15;177;7;44;9;3;0;84;42;1;0;0;0;12;28;4;
TO;170300;BABAÇULÂNDIA;2;6;20;1;43;0;52;105;10;8;1;0;0;5;10;0;5;0;0;0;0;0;
PR;411510;MARILUZ;9;1;5;0;25;1;105;6;0;0;1;5;0;30;0;0;0;0;0;0;21;0;
MG;311330;CARANGOLA;3;7;154;3;683;19;67;99;11;174;15;5;5;130;121;0;18;0;0;105;140;4;
MG;311995;CÓRREGO FUNDO;5;6;52;13;153;19;30;127;0;10;4;2;0;225;63;0;0;0;0;2;1;0;
PA;150390;JURUTI;3;3;11;0;39;0;163;417;17;89;0;1;0;1;4;0;3;0;1;1;26;0;
PR;410230;BALSA NOVA;1;1;8;0;22;1;94;290;1;1;3;2;0;49;0;0;2;0;0;0;0;0;
PB;251520;SÃO SEBASTIÃO DO UMBUZEIRO;1;2;21;0;72;2;28;40;0;22;1;0;0;27;12;1;0;1;0;0;0;0;
MA;210047;ALTO ALEGRE DO PINDARÉ;6;4;253;11;638;35;256;587;34;790;13;10;0;102;602;1;13;38;4;22;124;4;
MG;317075;VARJÃO DE MINAS;1;13;72;8;204;15;77;168;2;5;14;9;5;339;19;0;0;0;1;1;0;0;
RN;240550;JARDIM DE ANGICOS;1;12;18;0;25;0;6;26;2;28;3;0;0;11;4;0;0;0;0;0;13;0;
MG;315290;PRATÁPOLIS;0;9;55;2;217;15;53;3;2;19;2;0;0;137;5;0;0;0;0;1;20;0;
AM;130008;ANAMÃ;11;37;81;5;196;3;120;287;14;187;0;2;2;30;71;0;11;0;3;0;10;1;
PI;220810;PIMENTEIRAS;0;23;14;1;54;2;29;33;0;33;0;1;0;34;46;0;1;0;0;0;0;0;
TO;170130;ARAGOMINAS;2;0;43;3;166;5;56;34;3;28;4;2;0;94;261;0;1;8;1;2;5;0;
PI;220690;NOVO ORIENTE DO PIAUÍ;0;1;11;0;69;1;21;0;3;0;1;0;0;0;14;0;0;0;0;0;4;0;
MG;314640;PAINEIRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;182;17;0;0;0;0;0;0;0;
SP;352030;IGUAPE;1;0;5;1;20;1;30;47;6;62;1;2;1;11;14;0;1;0;0;9;3;2;
PA;150293;DOM ELISEU;0;2;80;0;151;13;138;188;0;89;2;2;3;92;50;0;2;4;1;0;6;0;
