MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: NOV/2019.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
RN;240710;MACAÍBA;59;31;800;31;1.788;214;460;844;48;1.972;52;20;7;1.419;632;1;33;2;59;37;177;52;
PB;251080;PATOS;30;160;963;107;2.692;240;893;1.187;99;959;165;35;14;2.296;1.246;3;17;2;23;50;101;9;
PB;251420;SÃO JOSÉ DA LAGOA TAPADA;4;8;111;2;186;10;43;80;4;119;25;0;1;123;120;0;0;1;5;12;32;45;
BA;291190;IAÇU;28;9;338;13;968;87;222;696;54;2.085;71;47;2;160;1.058;1;46;15;7;119;129;123;
PA;150795;TAILÂNDIA;16;48;376;7;1.131;45;601;732;15;450;32;1;2;575;1.379;0;7;55;137;9;26;0;
PE;261160;RECIFE;412;381;4.842;153;11.033;1.211;4.975;12.510;142;3.392;257;166;103;4.811;1.307;22;388;257;466;185;448;84;
PR;410270;BARRA DO JACARÉ;7;2;5;4;61;1;17;29;0;4;2;1;0;84;0;0;0;1;0;0;0;0;
AM;130110;CAREIRO;13;18;174;3;548;34;190;375;16;389;11;4;9;178;1.198;0;5;3;4;3;22;8;
PB;250950;MONTADAS;34;24;68;5;173;15;33;156;7;126;2;0;0;164;273;0;0;0;0;35;37;4;
BA;291005;DIAS D'ÁVILA;27;16;396;21;826;74;359;374;37;579;39;15;7;224;63;0;14;8;7;33;102;17;
MG;311940;CORONEL FABRICIANO;4;12;107;3;274;55;62;57;5;117;17;5;1;218;127;7;13;0;0;52;74;1;
CE;231070;PENTECOSTE;15;19;472;8;1.036;66;394;547;24;647;8;3;2;841;66;0;13;1;7;50;43;4;
MA;211150;SÃO MATEUS DO MARANHÃO;1;31;304;21;882;25;318;564;37;590;5;0;1;200;500;0;78;3;1;8;26;0;
