MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JUN/2023.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
PA;150795;TAILÂNDIA;19;31;333;1;767;6;625;760;0;176;7;1;0;82;12;6;15;5;24;0;0;0;
PB;251080;PATOS;35;52;830;19;1.528;35;848;1.694;7;245;39;4;1;619;17;5;31;0;11;23;6;3;
PE;261370;SÃO LOURENÇO DA MATA;32;14;1.843;6;3.306;28;917;2.856;2;43;6;2;1;663;0;1;31;1;14;0;2;0;
MG;311660;CLÁUDIO;33;45;612;3;1.524;229;317;919;1;36;39;22;5;329;0;24;12;0;6;4;25;0;
SP;352180;ITAÍ;35;27;225;14;412;80;178;447;0;21;10;3;2;400;4;4;7;0;28;1;14;3;
AL;270235;CRAÍBAS;6;6;519;9;1.433;65;282;1.017;9;162;7;5;0;219;6;0;5;1;2;2;11;17;
SP;355645;VARGEM GRANDE PAULISTA;43;19;556;3;705;45;481;2.012;0;83;7;6;3;214;0;1;13;0;0;0;45;1;
MG;311940;CORONEL FABRICIANO;103;127;2.776;22;6.177;270;705;1.845;58;1.472;30;9;14;1.748;47;69;27;0;3;2;99;0;
PE;261160;RECIFE;669;516;7.307;211;15.022;1.686;5.553;21.451;49;2.069;430;184;213;5.699;339;12;427;138;975;23;207;28;
MG;311350;CARBONITA;5;10;115;9;288;25;81;468;1;6;10;10;2;239;166;1;1;0;0;0;0;7;
MG;315820;SANTA MARIA DO SUAÇUÍ;14;12;168;2;557;1;141;284;0;20;1;3;0;191;0;1;4;0;0;0;0;0;
AM;130110;CAREIRO;9;17;485;14;1.255;23;339;1.641;5;396;9;1;3;72;290;0;5;2;3;5;24;2;
PI;220177;BOA HORA;2;1;109;1;244;2;61;60;0;1;0;0;0;21;97;0;1;0;1;0;0;0;
RO;110015;OURO PRETO DO OESTE;34;23;293;15;812;24;305;529;1;31;17;2;2;172;1;7;11;20;6;0;1;2;
BA;290740;CATOLÂNDIA;2;0;6;0;12;41;22;345;0;10;1;0;1;16;1;0;0;0;0;0;0;0;
CE;231070;PENTECOSTE;16;27;617;8;1.366;66;348;991;5;476;16;7;2;578;78;1;7;7;16;18;26;3;
SC;420915;JOSÉ BOITEUX;5;21;345;3;749;23;175;231;1;6;3;0;0;39;0;0;1;0;1;0;0;0;
RN;241390;TAIPU;3;3;208;2;445;7;59;524;0;21;0;0;0;24;215;0;0;0;0;1;1;0;
TO;171245;LUZINÓPOLIS;1;30;23;0;53;6;41;153;0;10;0;0;0;10;1;3;0;0;0;0;32;0;
BA;291005;DIAS D'ÁVILA;18;23;405;10;721;70;491;1.218;5;95;11;6;2;168;0;0;7;6;16;0;11;6;
PE;260980;OROCÓ;2;7;180;2;390;28;182;347;0;135;0;3;0;85;42;0;15;2;4;1;2;0;
SC;420670;HERVAL D'OESTE;16;44;362;18;707;5;227;619;1;42;6;4;14;418;62;0;8;0;0;5;0;0;
RS;430450;CANGUÇU;33;10;101;5;269;9;195;676;0;3;4;5;0;39;0;0;3;0;0;4;73;0;
PR;410340;CAFEARA;10;0;97;5;197;4;103;157;0;0;1;2;2;239;0;17;2;0;0;1;0;0;
PE;260670;IBIRAJUBA;0;4;59;0;100;2;93;154;3;10;4;3;0;31;0;0;0;0;0;0;0;0;
SP;353540;PANORAMA;5;1;713;5;1.394;50;235;997;1;18;0;1;0;423;0;9;4;2;10;3;32;0;
GO;520010;ABADIÂNIA;5;5;71;3;156;20;80;394;0;11;8;4;0;56;0;3;2;0;0;2;4;1;
PB;251420;SÃO JOSÉ DA LAGOA TAPADA;1;9;89;1;146;11;40;117;0;2;3;0;0;34;3;0;0;0;2;1;1;0;
