MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: MAI/2017.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
MG;311330;CARANGOLA;4;1;123;9;629;10;49;91;18;177;17;3;0;291;48;1;4;0;6;128;171;41;
PB;251274;RIACHÃO;0;0;18;1;93;2;44;139;5;79;1;1;0;56;462;1;1;0;0;28;24;5;
SP;352030;IGUAPE;15;12;171;17;505;63;119;116;18;420;21;8;19;130;155;0;4;0;0;16;47;72;
BA;292400;PAULO AFONSO;28;28;1.014;11;2.729;160;815;929;71;1.478;71;14;9;984;444;0;13;13;5;252;595;95;
AL;270700;PINDOBA;8;4;37;5;117;10;20;94;1;19;0;0;0;63;199;0;7;0;0;7;4;0;
MA;210360;COROATÁ;13;75;444;24;1.160;61;468;723;53;1.137;20;22;41;271;459;2;3;29;7;0;3;1;
MA;211125;SÃO JOSÉ DOS BASÍLIOS;31;15;30;6;222;41;52;250;15;120;3;4;1;73;187;2;1;3;1;8;17;3;
PR;411690;NOVA ESPERANÇA;8;14;45;6;107;0;140;92;4;14;2;2;2;117;1.721;0;8;0;0;2;40;0;
PA;150390;JURUTI;7;6;77;1;315;11;347;1.147;30;402;1;0;6;28;8;0;2;1;1;8;13;0;
PR;411800;PARAÍSO DO NORTE;33;24;115;3;182;7;8;15;0;94;0;4;4;51;0;0;2;0;0;0;0;0;
PE;261050;PASSIRA;25;10;750;4;2.038;154;286;539;33;962;79;7;1;606;641;2;1;6;3;20;184;4;
TO;170130;ARAGOMINAS;1;0;19;0;173;3;13;138;7;49;0;0;0;20;7;0;0;8;2;4;7;0;
PR;410230;BALSA NOVA;3;1;26;21;127;3;40;88;5;30;0;0;0;72;13;0;0;0;1;0;0;1;
MG;316720;SETE LAGOAS;177;167;887;52;2.400;432;657;500;80;910;73;63;18;1.886;1.180;20;26;1;9;234;285;151;
PI;220810;PIMENTEIRAS;0;4;29;5;96;38;34;51;10;51;1;2;0;110;235;0;0;0;0;0;0;0;
MG;310550;BARÃO DE MONTE ALTO;0;0;12;1;21;15;0;31;0;2;3;0;0;27;70;0;0;0;0;12;8;0;
PA;150460;MOCAJUBA;2;6;58;1;185;4;236;687;33;343;4;0;1;31;6;0;3;8;1;149;53;0;
GO;521180;JARAGUÁ;14;96;92;7;552;67;117;239;10;273;4;2;2;398;543;42;5;13;1;14;35;3;
