MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: AGO/2017.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
SP;355250;SUZANO;53;14;404;19;1.176;109;347;498;50;650;32;18;13;320;54;0;8;0;6;24;97;0;
BA;292805;SANTA LUZIA;25;10;178;4;488;22;101;223;19;219;19;12;1;64;34;1;10;1;5;1;4;0;
PE;261160;RECIFE;529;274;4.241;181;11.060;864;3.317;6.614;306;4.731;224;221;189;3.674;3.100;10;187;116;351;223;1.056;169;
AL;270235;CRAÍBAS;16;6;276;4;1.196;28;239;751;50;735;31;17;2;338;250;0;5;2;2;20;41;83;
PE;260350;CAMOCIM DE SÃO FÉLIX;7;21;165;13;359;45;94;156;20;290;9;5;4;316;122;1;4;2;0;32;64;59;
PR;410270;BARRA DO JACARÉ;2;9;28;3;83;1;22;139;6;63;4;2;0;521;539;0;26;0;0;57;51;19;
MA;210420;FORTUNA;6;6;46;4;258;35;200;162;21;164;7;2;0;19;6;0;2;4;0;0;8;4;
PB;251740;ZABELÊ;0;1;7;2;73;8;26;42;2;292;1;1;0;30;56;0;0;0;0;0;0;0;
CE;231070;PENTECOSTE;36;29;442;4;1.520;46;366;274;31;530;18;3;7;761;22;1;8;5;19;38;25;3;
RS;430640;DOIS IRMÃOS;13;0;80;4;172;61;27;95;4;71;7;2;0;56;185;0;13;5;8;48;85;97;
BA;290150;ANGUERA;9;13;86;0;320;10;90;303;7;77;2;2;1;89;63;0;1;0;1;8;10;0;
PE;261370;SÃO LOURENÇO DA MATA;69;62;636;22;1.650;91;530;801;30;900;51;16;5;877;714;0;6;15;17;9;99;41;
SP;353540;PANORAMA;19;47;358;14;1.329;158;187;268;10;150;11;16;9;1.025;378;0;23;0;1;22;43;3;
PB;250415;CASSERENGUE;14;16;63;0;328;31;106;272;14;256;4;3;0;172;34;0;2;0;0;4;79;0;
MG;311660;CLÁUDIO;27;20;206;14;655;74;84;301;9;140;21;18;11;225;22;1;20;1;6;137;97;3;
SC;420950;LAURENTINO;12;2;29;22;73;21;9;125;0;13;3;5;1;430;0;0;3;0;0;0;0;17;
MG;315170;POÇO FUNDO;23;4;270;13;535;72;72;173;11;162;6;1;0;522;46;0;6;0;1;109;176;33;
PB;251392;SÃO BENTINHO;0;5;67;0;306;27;38;210;2;56;0;1;0;86;3;0;0;0;0;0;1;1;
AM;130110;CAREIRO;12;6;84;3;326;18;168;544;11;424;14;8;6;120;572;0;1;0;2;2;18;0;
RN;240710;MACAÍBA;81;92;694;21;1.974;144;416;620;44;1.663;64;39;17;925;492;1;34;5;19;86;173;5;
MG;316940;TRÊS PONTAS;22;12;210;12;592;160;24;81;5;87;39;17;5;247;934;0;4;0;0;3;34;2;
SC;420670;HERVAL D'OESTE;24;32;103;27;237;16;225;475;3;54;3;6;5;355;218;0;35;0;0;1;31;0;
BA;291190;IAÇU;44;8;230;11;798;31;257;618;28;1.294;11;1;1;124;416;0;21;3;3;31;94;19;
BA;291005;DIAS D'ÁVILA;38;10;321;9;932;70;464;680;64;1.049;15;7;7;67;102;5;7;9;8;27;118;2;
PB;251080;PATOS;18;88;507;28;1.298;95;443;379;44;499;29;9;8;926;672;0;20;1;3;43;86;25;
