MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: AGO/2019.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
GO;521180;JARAGUÁ;2;9;74;7;283;8;105;63;3;20;1;1;0;409;8;0;0;6;0;0;5;0;
RS;432000;SAPUCAIA DO SUL;147;76;525;69;896;128;396;1.338;17;301;71;23;18;920;111;0;65;1;21;42;87;5;
RS;430060;ALVORADA;211;27;831;110;2.177;173;742;1.103;71;1.146;102;39;25;1.673;2.327;0;178;0;18;159;383;43;
PR;411180;JACAREZINHO;50;38;418;26;832;44;736;386;34;514;88;26;20;854;9.293;54;6;2;30;222;564;50;
SP;350250;APARECIDA;8;0;98;12;626;10;126;55;12;82;19;4;2;156;8;0;6;0;1;10;19;10;
MG;316720;SETE LAGOAS;82;141;568;37;1.515;273;443;445;34;347;75;32;12;1.533;272;14;59;2;3;92;155;14;
PE;261050;PASSIRA;32;25;874;10;1.910;181;236;691;45;659;63;24;5;784;749;14;51;10;47;45;209;288;
RS;431395;PANTANO GRANDE;7;2;103;14;296;10;79;122;8;74;14;12;7;285;473;1;46;0;3;9;9;14;
PA;150390;JURUTI;3;9;161;3;405;17;492;1.110;41;682;2;3;2;26;156;2;2;2;10;2;192;0;
RJ;330620;VASSOURAS;23;13;287;6;782;62;148;292;21;577;39;12;3;198;509;6;73;0;0;168;218;10;
MA;210360;COROATÁ;13;42;413;14;940;20;434;826;47;1.090;32;4;0;213;298;3;4;11;2;11;18;1;
