MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JUL/2022.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
MA;210360;COROATÁ;3;93;581;40;1.220;42;482;1.346;13;433;15;6;2;144;444;0;10;7;1;18;47;1;
MA;210005;AÇAILÂNDIA;11;70;326;0;468;15;693;1.588;5;131;3;1;1;87;8;4;9;0;0;1;14;0;
MG;313865;LONTRA;1;6;92;2;320;2;80;69;13;4;6;7;1;103;0;17;0;0;1;2;206;2;
RS;430060;ALVORADA;237;142;1.398;100;2.767;221;858;7.735;7;286;106;20;13;938;44;1;130;1;12;4;2;6;
SC;421720;SÃO MIGUEL DO OESTE;25;17;300;33;940;102;245;1.466;1;88;12;12;4;449;16;0;12;0;4;0;2;5;
PE;261618;VERTENTE DO LÉRIO;5;3;157;0;445;1;80;1.020;0;15;1;0;0;34;0;0;0;0;0;0;1;0;
SP;350830;CABRÁLIA PAULISTA;5;3;197;7;495;38;86;227;4;155;3;1;2;167;1.511;4;4;0;2;41;106;57;
MG;311330;CARANGOLA;4;28;326;9;554;13;119;448;5;13;6;11;0;173;13;1;10;0;0;1;0;0;
BA;292400;PAULO AFONSO;27;55;847;15;1.854;188;609;1.381;19;383;18;10;3;1.145;627;5;10;3;5;31;96;3;
PB;250270;BORBOREMA;1;0;57;0;120;4;54;97;0;6;0;0;0;7;188;0;1;0;0;0;0;0;
PI;220810;PIMENTEIRAS;2;0;288;0;1.055;0;88;250;2;236;0;0;0;47;200;0;1;1;1;0;0;0;
BA;292320;OLIVEIRA DOS BREJINHOS;3;3;90;2;271;20;169;404;8;120;15;10;1;122;11;0;4;3;3;1;19;0;
MG;311995;CÓRREGO FUNDO;3;11;90;2;249;27;45;152;2;31;1;2;0;206;0;1;1;0;1;1;0;0;
SP;352030;IGUAPE;15;21;288;28;647;41;192;1.324;3;184;6;13;5;194;8;1;11;0;3;2;1;0;
CE;231350;TRAIRI;5;14;658;6;1.289;7;554;560;34;334;1;3;1;268;563;4;5;2;7;92;201;8;
PR;410230;BALSA NOVA;34;2;57;10;121;31;150;511;2;25;20;6;7;303;0;0;2;0;4;0;7;0;
RJ;330620;VASSOURAS;16;11;358;6;945;35;132;808;1;154;20;11;0;211;239;1;26;0;0;7;17;5;
PA;150610;PRIMAVERA;1;2;82;0;116;5;72;125;3;97;0;0;0;33;84;0;0;0;1;0;20;0;
PB;250470;CONGO;3;5;80;0;137;12;50;140;0;79;1;1;0;54;2;3;4;0;0;2;0;0;
PI;220350;ELESBÃO VELOSO;3;14;165;1;493;5;112;145;0;18;5;1;0;84;169;2;4;3;4;0;1;0;
MG;316120;SÃO FRANCISCO DE PAULA;1;9;230;0;430;26;44;491;0;9;0;2;1;28;0;0;1;0;0;0;0;0;
PA;150808;TUCUMÃ;3;22;577;4;752;51;466;673;11;133;0;2;1;88;658;0;9;8;2;1;17;0;
