MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: MAI/2021.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
RS;430060;ALVORADA;310;59;974;61;1.954;200;970;5.398;7;304;61;7;14;684;37;0;139;0;6;12;20;10;
MA;210360;COROATÁ;10;61;387;18;786;62;417;633;23;741;12;8;14;439;266;0;6;7;3;4;60;74;
MG;312870;GUAXUPÉ;3;4;118;14;357;30;125;1;2;20;23;3;1;143;184;0;1;0;0;1;2;0;
SC;421720;SÃO MIGUEL DO OESTE;32;9;165;20;714;103;223;725;5;68;10;5;2;440;12;0;16;0;2;6;5;60;
BA;292320;OLIVEIRA DOS BREJINHOS;7;1;71;3;305;12;158;585;7;175;4;8;0;194;17;2;8;1;1;2;85;2;
MA;210005;AÇAILÂNDIA;17;74;333;5;651;30;814;1.170;7;321;2;1;0;342;5;0;27;1;0;4;22;0;
MG;316120;SÃO FRANCISCO DE PAULA;2;8;570;1;76;34;24;95;2;1;3;2;0;58;0;0;1;0;0;0;0;0;
PE;261220;SALGUEIRO;58;27;428;2;926;226;614;1.151;6;99;22;10;3;643;34;11;9;4;6;5;1;1;
PB;250215;BOA VISTA;2;1;37;5;79;2;77;166;0;84;10;1;0;17;0;0;0;0;0;0;0;0;
PA;150293;DOM ELISEU;1;21;160;5;349;5;288;260;4;40;6;1;2;113;1;0;10;7;3;1;4;0;
BA;292400;PAULO AFONSO;59;53;1.275;27;3.048;244;768;1.322;42;561;35;10;11;1.555;567;5;30;6;14;90;131;1;
MG;311995;CÓRREGO FUNDO;1;22;41;10;129;6;41;131;0;21;0;1;0;147;0;0;0;0;0;2;0;0;
BA;292935;SÃO JOSÉ DA VITÓRIA;0;11;81;0;153;23;99;137;2;89;3;2;0;84;300;1;4;0;0;1;3;1;
PR;411690;NOVA ESPERANÇA;26;7;144;1;223;17;195;434;0;4;8;0;3;265;2;6;5;5;26;6;7;0;
AL;270530;MINADOR DO NEGRÃO;1;5;81;1;231;14;42;39;3;43;0;1;0;36;231;0;0;1;0;0;0;0;
BA;292205;MULUNGU DO MORRO;18;2;57;1;404;8;152;115;8;276;3;4;0;98;40;1;2;0;1;10;61;0;
MG;311330;CARANGOLA;14;6;129;5;248;19;75;262;6;31;9;15;13;254;58;0;16;0;1;0;4;0;
PR;410230;BALSA NOVA;16;17;124;17;163;29;84;524;3;29;8;14;8;302;0;0;3;0;0;0;22;0;
MG;316720;SETE LAGOAS;138;176;826;35;1.800;369;674;1.336;26;305;18;23;7;1.535;570;71;37;2;0;112;195;4;
PE;261618;VERTENTE DO LÉRIO;10;0;134;1;536;40;73;628;0;35;5;1;0;28;2;0;2;0;0;0;0;0;
