MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JUL/2018.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
MA;210047;ALTO ALEGRE DO PINDARÉ;8;12;228;4;596;32;311;712;43;589;32;21;6;61;946;0;12;10;2;2;83;5;
PR;411180;JACAREZINHO;60;12;330;15;778;31;610;147;21;163;49;24;16;484;5.111;0;1;0;2;159;187;42;
MT;510558;MARCELÂNDIA;0;0;93;6;535;6;215;45;8;80;4;0;1;70;2.111;0;0;21;0;6;74;0;
MG;316720;SETE LAGOAS;156;146;945;61;2.616;434;604;399;64;713;69;46;34;1.920;670;1;59;6;4;251;437;186;
MG;310550;BARÃO DE MONTE ALTO;7;7;31;7;52;25;3;17;1;6;5;6;0;9;120;0;2;0;0;2;6;0;
CE;231350;TRAIRI;111;18;428;2;877;34;444;205;9;294;13;4;1;62;866;3;2;0;1;15;44;2;
RJ;330610;VALENÇA;25;30;492;47;1.499;266;113;293;9;462;77;27;7;559;291;0;8;1;5;97;306;44;
MA;210005;AÇAILÂNDIA;15;172;402;8;721;45;824;1.239;47;493;9;5;0;295;40;0;24;10;1;10;133;6;
RJ;330620;VASSOURAS;20;11;269;17;874;98;224;300;28;528;41;16;10;302;609;1;37;2;1;192;269;36;
PA;150293;DOM ELISEU;4;31;146;4;416;34;295;588;28;444;28;5;3;167;102;0;5;16;3;1;119;0;
RN;240930;PATU;3;20;71;10;233;33;58;148;15;112;3;1;1;95;47;0;1;2;0;9;9;0;
PB;250270;BORBOREMA;0;0;30;0;4;0;32;27;13;31;0;0;0;28;94;0;0;0;0;0;22;0;
BA;292935;SÃO JOSÉ DA VITÓRIA;6;13;69;1;165;1;71;120;14;103;2;3;4;118;192;0;2;0;9;6;27;1;
RS;430060;ALVORADA;311;37;788;94;2.195;220;783;995;39;586;113;20;14;1.686;2.851;1;68;0;40;62;105;27;
BA;292400;PAULO AFONSO;31;29;1.148;31;2.975;199;807;937;96;1.473;56;11;7;1.400;401;4;47;10;6;257;523;6;
PE;261220;SALGUEIRO;20;20;124;7;533;66;351;562;9;145;9;5;3;296;57;9;17;3;15;2;4;5;
PA;150808;TUCUMÃ;12;4;36;0;251;15;267;258;31;332;1;4;4;199;906;0;5;18;4;0;14;4;
MA;211125;SÃO JOSÉ DOS BASÍLIOS;2;14;38;1;139;13;70;93;7;60;1;3;0;81;214;0;0;0;0;17;24;4;
PI;220920;SANTA FILOMENA;0;3;9;3;67;0;36;3;2;10;0;0;1;14;0;0;5;3;0;0;0;0;
AL;270750;PORTO REAL DO COLÉGIO;7;18;211;5;846;32;166;270;20;395;2;3;0;178;42;0;0;0;2;8;27;0;
PI;220350;ELESBÃO VELOSO;5;14;30;1;117;4;88;31;14;148;4;0;0;48;176;0;2;2;0;5;17;2;
SC;420270;BOTUVERÁ;6;24;32;2;69;14;3;34;2;6;3;0;0;85;78;0;1;0;0;1;28;0;
PE;260415;CASINHAS;14;2;198;11;686;116;125;194;18;360;10;1;0;354;175;2;0;2;0;26;64;0;
PB;250480;COREMAS;9;24;87;7;273;36;140;864;8;19;21;3;0;216;168;4;1;0;1;17;3;0;
BA;292467;PIRAÍ DO NORTE;2;0;14;0;34;5;24;9;1;22;0;0;0;7;0;0;0;0;0;0;3;0;
PI;220810;PIMENTEIRAS;0;0;11;0;37;3;1;0;4;0;0;0;1;31;115;0;1;0;0;0;0;0;
PE;261050;PASSIRA;34;11;833;3;1.729;174;220;463;18;715;77;29;16;966;294;11;30;10;6;28;167;248;
PR;411690;NOVA ESPERANÇA;11;8;78;2;164;3;27;62;0;0;0;3;2;142;0;0;2;0;2;0;0;0;
MA;210360;COROATÁ;4;12;273;8;791;19;432;736;38;943;3;3;22;170;353;0;0;6;7;0;7;0;
MG;314640;PAINEIRAS;3;0;19;6;55;19;16;35;1;20;4;1;0;125;29;0;0;0;0;3;5;0;
CE;230535;ICAPUÍ;7;17;167;7;440;62;146;121;17;257;14;3;4;767;279;1;6;2;24;34;54;0;
TO;170030;AGUIARNÓPOLIS;14;21;36;0;123;5;19;77;2;11;1;1;0;23;18;0;1;0;0;1;0;0;
TO;170130;ARAGOMINAS;1;0;39;2;129;0;24;22;0;10;2;0;0;60;4;0;1;3;1;1;3;8;
MG;313865;LONTRA;5;6;47;5;140;2;65;345;15;58;4;5;0;100;19;0;0;0;4;2;66;0;
PB;250905;MARCAÇÃO;1;2;23;0;87;1;77;33;3;139;0;0;0;14;5;0;32;0;0;0;29;0;
PA;150610;PRIMAVERA;7;4;91;4;174;19;41;62;6;63;2;1;0;43;193;0;1;6;1;4;24;28;
RR;140017;CANTÁ;1;1;24;7;56;4;28;229;1;12;6;3;0;0;2;2;0;0;2;0;5;2;
MG;311330;CARANGOLA;4;5;236;9;914;20;80;45;7;167;16;7;3;382;85;0;20;0;0;49;72;19;
PE;261618;VERTENTE DO LÉRIO;9;3;109;0;237;18;48;102;3;156;15;0;0;237;193;0;0;0;0;4;26;1;
MG;313950;MANHUMIRIM;0;7;27;3;77;7;69;88;3;47;16;4;2;20;92;0;3;1;1;1;1;0;
PA;150460;MOCAJUBA;2;9;26;1;74;11;141;337;36;160;2;1;1;6;16;0;0;5;0;6;3;0;
CE;231040;PARAMOTI;7;0;91;0;427;53;82;102;13;147;19;0;0;162;59;0;0;1;1;4;14;0;
PB;251520;SÃO SEBASTIÃO DO UMBUZEIRO;5;1;25;24;81;6;47;100;4;90;9;0;0;55;93;0;1;0;0;0;17;1;
BA;292980;SAÚDE;2;1;51;2;175;3;54;95;6;93;3;3;0;50;6;0;1;1;1;3;6;2;
MG;317075;VARJÃO DE MINAS;3;4;57;0;237;21;53;98;5;42;5;5;1;385;48;0;6;0;4;0;1;0;
MG;311995;CÓRREGO FUNDO;19;9;75;5;176;29;9;57;6;274;3;4;3;274;363;0;0;0;0;145;69;0;
PA;150390;JURUTI;5;6;23;0;102;5;266;578;23;75;0;0;0;11;0;0;2;0;1;3;2;19;
RN;240550;JARDIM DE ANGICOS;12;0;41;1;88;2;23;43;2;9;0;1;0;81;67;0;0;0;0;2;14;0;
MG;315340;PRESIDENTE OLEGÁRIO;2;17;98;11;177;28;41;20;1;101;2;2;1;180;363;0;3;1;2;27;93;17;
MG;316120;SÃO FRANCISCO DE PAULA;8;10;73;14;160;50;13;126;3;0;10;8;3;67;125;0;0;0;1;9;10;0;
MG;312870;GUAXUPÉ;6;0;122;5;205;0;65;2;2;1;18;1;3;207;104;0;4;0;0;14;58;1;
PI;220690;NOVO ORIENTE DO PIAUÍ;0;0;1;0;2;0;31;1;0;0;0;0;0;0;12;0;0;0;1;2;4;0;
PB;250215;BOA VISTA;14;8;66;0;229;2;64;84;7;146;5;0;0;185;0;3;1;0;0;8;5;0;
