MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JAN/2020.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
RS;432000;SAPUCAIA DO SUL;84;81;638;53;1.104;158;517;1.096;34;542;80;24;21;1.693;221;0;92;2;39;144;195;38;
GO;521100;ITAPIRAPUÃ;169;0;44;0;96;6;26;2;0;21;4;1;0;154;1;3;0;0;0;0;2;0;
BA;292400;PAULO AFONSO;71;50;1.203;30;2.674;212;688;1.633;48;692;42;13;12;1.158;642;0;27;12;6;76;135;9;
MG;316720;SETE LAGOAS;60;103;491;25;1.124;262;499;475;15;323;57;34;8;1.072;737;58;54;2;1;72;212;21;
BA;292320;OLIVEIRA DOS BREJINHOS;0;5;34;2;106;10;97;193;8;132;3;1;0;40;0;0;1;1;1;28;36;0;
RJ;330610;VALENÇA;57;54;601;39;2.260;228;87;440;13;337;50;28;6;749;794;0;7;0;2;61;108;11;
PE;261220;SALGUEIRO;38;31;462;8;1.310;223;599;1.169;6;187;11;8;3;914;43;10;15;5;15;6;50;13;
PE;260415;CASINHAS;5;1;164;0;487;96;129;247;15;370;17;3;1;286;298;0;2;0;0;27;81;17;
PE;261050;PASSIRA;50;14;1.084;7;1.951;197;280;736;26;789;47;12;10;835;144;38;59;96;40;46;257;205;
MA;210047;ALTO ALEGRE DO PINDARÉ;17;23;568;4;1.016;52;346;820;58;900;26;17;3;86;700;0;9;21;0;17;92;1;
CE;230535;ICAPUÍ;20;27;299;28;565;176;165;1.292;35;364;19;8;14;818;130;0;1;6;5;45;39;4;
PA;150808;TUCUMÃ;8;6;111;2;407;17;476;787;20;998;8;1;1;276;576;4;1;6;3;3;28;21;
RS;431395;PANTANO GRANDE;24;17;165;10;448;16;73;55;5;121;20;17;15;441;34;0;94;0;0;27;49;57;
PB;251274;RIACHÃO;0;1;23;0;64;5;39;162;1;46;0;1;1;40;233;0;1;0;0;0;0;0;
RS;430060;ALVORADA;83;17;741;51;1.801;147;650;771;51;881;86;18;14;1.371;2.307;1;121;0;12;118;259;7;
MG;314640;PAINEIRAS;0;10;10;0;47;10;16;88;5;9;0;4;2;212;155;2;0;0;0;1;0;0;
TO;170300;BABAÇULÂNDIA;2;1;33;2;104;0;49;137;0;14;0;3;2;12;36;0;3;0;0;2;3;1;
MG;311995;CÓRREGO FUNDO;0;15;45;7;87;25;40;133;0;14;9;4;1;203;0;0;0;0;0;0;5;0;
PB;251520;SÃO SEBASTIÃO DO UMBUZEIRO;1;0;3;0;41;3;23;76;1;12;0;0;0;25;4;2;0;0;0;0;0;0;
PR;410230;BALSA NOVA;4;1;46;2;61;12;93;243;1;10;5;1;0;84;0;0;1;2;0;0;44;0;
MA;210360;COROATÁ;3;22;139;4;297;7;226;309;10;338;8;5;1;81;195;0;0;2;0;0;3;1;
PR;411510;MARILUZ;18;0;20;0;28;1;171;35;1;0;1;7;2;44;0;14;1;0;0;0;10;0;
PR;411180;JACAREZINHO;25;7;199;8;342;29;330;206;21;165;8;6;5;330;5.069;169;2;0;2;228;597;31;
PA;150390;JURUTI;6;25;110;9;266;24;386;872;66;379;1;2;0;13;68;1;18;5;7;4;88;9;
MT;510558;MARCELÂNDIA;0;7;15;0;43;5;56;382;0;17;0;0;0;16;0;0;1;0;0;0;0;0;
MG;310130;ALAGOA;2;1;42;2;112;2;15;12;0;0;14;2;0;32;71;0;0;0;0;0;0;0;
PR;411820;PARANAGUÁ;17;4;118;8;274;14;285;50;16;85;24;2;3;117;172;0;10;0;5;30;50;20;
BA;292935;SÃO JOSÉ DA VITÓRIA;0;7;46;5;151;20;55;120;5;114;1;3;1;84;14;0;1;0;0;1;24;7;
SC;420270;BOTUVERÁ;4;4;7;5;22;1;13;38;0;4;0;1;1;60;0;0;1;0;0;0;13;0;
MA;210005;AÇAILÂNDIA;0;79;240;2;470;8;774;781;19;261;6;2;2;251;31;0;17;5;0;14;8;0;
RR;140017;CANTÁ;11;1;25;7;62;3;68;111;5;126;0;0;0;3;361;5;2;0;2;0;17;0;
PA;150610;PRIMAVERA;8;6;84;5;199;9;73;143;13;155;3;2;1;53;185;1;3;0;2;6;18;9;
RJ;330620;VASSOURAS;17;13;318;12;777;111;147;250;24;569;30;12;2;187;539;10;27;2;10;155;234;137;
RO;110094;CUJUBIM;2;10;36;2;88;12;144;303;0;8;13;1;1;120;48;0;6;5;1;0;0;0;
SC;420800;ITÁ;6;6;33;5;97;15;82;219;0;24;7;11;6;143;196;0;5;0;0;7;0;11;
AL;270750;PORTO REAL DO COLÉGIO;12;7;254;5;696;12;112;106;5;291;3;0;0;219;6;0;1;0;0;17;2;2;
PI;220920;SANTA FILOMENA;4;6;18;3;68;2;77;16;4;31;3;0;0;39;105;0;0;0;1;0;0;0;
SP;350830;CABRÁLIA PAULISTA;19;4;356;14;806;113;231;425;28;487;14;25;21;592;3.285;0;14;4;5;48;243;220;
PI;220350;ELESBÃO VELOSO;5;4;77;2;345;9;145;114;9;235;8;2;11;110;435;1;1;2;1;3;1;0;
GO;521180;JARAGUÁ;5;20;102;10;343;24;131;95;3;26;6;5;2;497;12;0;6;7;0;5;31;0;
AL;270700;PINDOBA;6;4;65;3;220;66;39;91;3;75;3;5;5;170;64;0;0;0;2;8;4;2;
CE;231350;TRAIRI;44;51;517;5;1.239;33;513;275;28;331;4;1;0;228;790;0;4;2;9;69;57;15;
PA;150460;MOCAJUBA;13;8;109;3;259;21;201;1.127;48;502;38;1;9;80;194;1;0;2;3;1;0;0;
MA;211125;SÃO JOSÉ DOS BASÍLIOS;2;12;2;2;16;6;50;89;5;38;0;1;0;28;151;0;1;0;0;9;11;0;
MG;313950;MANHUMIRIM;2;3;32;5;197;5;75;180;3;154;4;4;4;158;197;0;1;0;0;3;54;5;
SP;350250;APARECIDA;3;0;34;1;334;1;26;38;3;21;2;2;4;17;180;6;0;0;3;1;1;3;
BA;292205;MULUNGU DO MORRO;3;0;14;2;81;3;109;144;5;136;1;2;0;35;14;0;6;0;0;10;36;1;
PA;150293;DOM ELISEU;2;7;124;1;341;6;271;282;20;296;5;3;2;98;2;0;10;17;3;0;26;0;
PE;261618;VERTENTE DO LÉRIO;2;2;66;1;237;20;81;162;4;239;5;0;0;174;361;3;0;0;0;5;14;23;
SP;352030;IGUAPE;21;2;144;17;340;24;103;256;15;273;5;4;4;169;147;0;2;0;6;27;20;1;
PB;250215;BOA VISTA;2;1;39;1;147;7;53;308;6;87;6;1;1;83;46;0;1;0;0;5;12;0;
SC;421720;SÃO MIGUEL DO OESTE;35;4;103;31;318;120;131;73;9;113;40;20;4;628;386;16;18;0;0;33;18;19;
PB;250480;COREMAS;7;8;69;3;195;27;117;729;6;17;11;2;0;154;124;0;0;1;0;3;0;0;
MG;316120;SÃO FRANCISCO DE PAULA;9;18;75;10;115;62;22;432;1;12;23;7;1;179;19;0;0;0;0;0;0;0;
RN;240930;PATU;2;6;60;1;216;6;81;107;13;112;1;3;0;76;36;0;2;2;0;13;10;3;
PR;411275;JESUÍTAS;3;4;30;2;38;2;68;121;5;0;0;1;0;242;0;7;0;0;0;0;22;0;
MG;312870;GUAXUPÉ;5;3;147;34;199;10;205;157;20;23;39;1;1;176;81;2;1;0;0;53;78;3;
SP;354165;QUADRA;1;0;5;0;9;0;35;6;0;0;0;1;0;94;0;0;0;0;0;0;0;0;
TO;170130;ARAGOMINAS;4;2;26;1;97;2;23;31;4;11;0;1;0;52;69;8;0;5;2;2;9;0;
TO;170030;AGUIARNÓPOLIS;2;6;30;0;72;0;28;69;1;10;0;1;1;6;1;0;1;0;0;1;0;0;
PB;250270;BORBOREMA;1;2;20;2;33;11;56;37;1;68;0;0;0;190;203;1;3;0;0;1;9;44;
MG;311330;CARANGOLA;5;4;89;2;315;6;39;67;4;29;5;8;1;102;161;0;9;0;0;2;10;2;
BA;292467;PIRAÍ DO NORTE;0;0;24;0;47;8;39;43;2;26;4;0;0;16;0;0;0;0;0;0;3;0;
AM;130008;ANAMÃ;0;13;36;0;64;2;81;298;2;32;0;1;0;9;40;0;3;0;1;0;1;1;
MG;310550;BARÃO DE MONTE ALTO;4;4;9;0;11;1;3;18;1;42;0;0;0;13;19;0;0;0;0;10;10;0;
MG;313865;LONTRA;5;3;30;4;139;4;45;190;5;11;0;0;0;58;194;0;0;1;0;0;2;3;
PB;250470;CONGO;1;1;28;1;17;2;56;271;0;26;3;2;0;10;0;0;1;0;2;0;0;0;
PR;412520;SÃO JORGE D'OESTE;3;1;7;4;24;1;54;8;0;0;0;0;0;43;0;0;1;0;0;0;0;0;
BA;292980;SAÚDE;3;3;92;2;231;28;90;106;6;41;3;2;0;15;6;0;2;0;0;7;0;1;
MG;315340;PRESIDENTE OLEGÁRIO;8;8;75;16;174;26;22;120;2;67;1;1;1;199;167;0;0;0;0;9;7;31;
CE;231040;PARAMOTI;3;4;113;1;292;60;40;67;10;208;10;3;0;226;65;0;0;3;0;0;3;0;
MT;510125;ARAPUTANGA;0;8;16;2;25;0;37;38;0;1;1;1;0;28;0;0;1;0;1;15;5;0;
PR;411690;NOVA ESPERANÇA;17;11;102;4;209;22;106;574;0;24;10;4;1;204;0;63;3;0;8;27;9;0;
PI;220855;PORTO ALEGRE DO PIAUÍ;4;0;6;0;16;2;24;108;0;15;0;2;0;8;2;0;1;0;0;0;0;0;
PI;220810;PIMENTEIRAS;0;2;6;0;25;0;11;2;0;13;0;1;1;36;0;0;1;0;0;0;0;0;
AL;270530;MINADOR DO NEGRÃO;2;2;52;2;226;8;15;32;1;18;0;1;0;20;17;0;0;0;0;0;0;0;
MS;500710;RIBAS DO RIO PARDO;1;7;49;6;131;1;185;39;8;50;2;2;0;44;2;21;2;6;1;0;4;0;
PA;150307;GARRAFÃO DO NORTE;29;12;98;20;217;3;219;340;18;543;7;1;1;132;66;0;2;7;12;0;18;3;
MG;317075;VARJÃO DE MINAS;6;13;60;3;76;20;36;144;1;3;5;0;0;220;4;1;3;0;1;7;7;0;
RN;240550;JARDIM DE ANGICOS;2;1;8;0;7;0;5;25;1;10;0;0;0;9;0;0;1;0;0;0;0;0;
PR;411800;PARAÍSO DO NORTE;10;5;10;1;12;4;130;27;12;4;1;0;2;65;3;338;6;0;0;2;69;0;
PB;250905;MARCAÇÃO;0;1;41;3;143;15;57;59;1;147;8;2;2;137;44;0;4;0;0;0;4;0;
MG;315290;PRATÁPOLIS;2;2;43;1;91;8;9;12;2;9;2;2;0;18;19;0;0;0;0;11;12;2;
PB;250230;BOM SUCESSO;1;1;20;0;61;0;27;44;1;10;2;0;0;131;0;0;1;0;2;11;11;0;
MG;316880;TIRADENTES;8;0;12;0;156;4;0;6;0;67;0;0;0;5;3;0;0;0;0;0;0;0;
SC;421260;PERITIBA;0;6;11;0;13;28;18;35;2;8;2;2;2;62;26;0;0;0;0;3;2;0;
MG;310520;BANDEIRA;0;0;0;0;2;0;3;58;0;1;0;0;0;15;0;0;0;0;0;0;0;0;
PI;220690;NOVO ORIENTE DO PIAUÍ;0;0;4;0;8;0;33;0;5;2;0;0;0;0;12;0;0;0;0;1;3;0;
MG;311540;CATAS ALTAS DA NORUEGA;0;1;7;0;11;0;0;8;0;1;0;2;0;3;0;0;0;0;0;0;0;0;
RJ;330600;TRÊS RIOS;14;48;747;11;1.860;209;226;2.345;7;201;12;11;6;450;583;0;9;1;19;35;24;9;
TO;170650;DARCINÓPOLIS;1;0;11;0;33;3;39;104;0;6;3;2;0;27;24;0;0;0;0;0;0;1;
PA;150530;ORIXIMINÁ;23;129;142;3;324;68;786;921;59;1.090;2;3;1;210;237;0;6;1;22;2;123;9;
MT;510320;COLÍDER;6;56;391;4;1.588;60;281;459;12;685;3;5;1;564;41;23;12;15;2;68;56;14;
MG;316800;TAIOBEIRAS;31;29;345;12;943;98;329;289;56;332;18;34;4;738;101;6;15;1;2;60;217;283;
PB;251370;SANTA RITA;68;63;1.138;86;2.934;150;960;510;36;1.152;41;14;8;2.592;495;2;8;5;8;10;28;75;
AM;130150;ENVIRA;0;7;23;2;82;6;84;38;3;108;4;1;1;30;14;0;2;0;1;0;0;0;
ES;320530;VITÓRIA;152;164;978;17;2.860;98;1.130;1.532;0;8;17;13;12;1.104;0;1.426;99;53;97;33;626;0;
SP;350180;AMÉRICO DE CAMPOS;3;4;147;0;119;4;43;178;1;95;1;1;0;44;5;80;1;1;0;0;11;3;
PI;221070;SIMÕES;5;9;51;1;243;49;101;179;15;100;2;0;0;25;146;0;3;0;3;26;41;2;
SC;421820;TIMBÓ;22;10;102;13;225;44;273;178;39;235;12;6;0;529;110;1;9;0;0;53;109;75;
RN;240920;PASSAGEM;2;3;38;0;71;24;38;46;1;39;0;4;0;44;145;0;0;0;0;2;3;47;
GO;522140;TRINDADE;10;41;323;15;666;519;381;1.018;8;24;6;2;2;374;2.422;2;15;6;17;2;7;0;
PR;412370;SANTA ISABEL DO IVAÍ;5;2;10;0;64;1;82;28;1;0;1;1;0;78;127;495;2;0;0;1;42;1;
RJ;330510;SÃO JOÃO DE MERITI;1.586;36;1.442;61;5.461;128;1.608;971;77;2.549;34;11;5;380;2.073;0;60;0;88;114;156;12;
RN;240890;PARELHAS;15;5;91;11;258;19;230;321;34;434;8;7;2;493;352;6;3;0;6;45;45;15;
PR;411885;PEROBAL;19;3;53;4;134;2;78;232;0;16;0;2;1;103;134;19;1;0;1;0;2;0;
PA;150410;MAGALHÃES BARATA;13;3;162;8;259;39;47;188;4;196;0;0;0;70;85;0;9;1;3;11;40;22;
MG;312800;GUANHÃES;4;18;64;8;165;50;118;260;6;55;8;6;0;92;505;0;4;0;0;3;35;0;
BA;291560;ITAMARAJU;8;14;381;16;1.410;76;418;446;34;1.386;56;21;10;242;114;5;18;9;8;96;94;11;
BA;290610;CANÁPOLIS;2;1;22;0;139;0;127;129;6;148;2;0;0;40;214;0;2;2;1;5;32;3;
MG;317200;VISCONDE DO RIO BRANCO;10;8;117;5;223;70;195;194;0;16;0;2;0;176;0;8;7;0;17;12;37;1;
PE;261110;PETROLINA;54;77;713;18;1.778;242;2.238;2.244;125;826;69;89;58;1.233;456;39;67;159;68;40;218;1;
AL;270130;CAJUEIRO;3;3;177;0;353;22;250;291;17;584;1;2;0;106;50;0;0;2;1;23;37;49;
AL;270640;PÃO DE AÇÚCAR;2;16;325;14;885;11;329;620;63;852;16;9;5;567;177;0;4;4;1;27;61;2;
ES;320240;GUARAPARI;4;16;144;3;390;9;387;431;42;204;35;8;5;137;129;0;19;0;10;77;133;9;
RN;240670;LAJES;12;1;75;0;202;13;54;54;3;185;9;4;1;203;229;0;0;0;0;39;48;1;
RS;432145;TEUTÔNIA;10;8;96;13;340;53;338;163;0;9;2;1;2;363;0;0;8;0;10;2;12;0;
MT;510790;SINOP;23;46;515;23;1.284;162;1.052;4.430;31;193;35;18;5;534;8;705;49;282;39;18;21;37;
AL;270160;CANAPI;9;11;224;13;824;261;154;475;27;307;23;2;0;320;139;0;6;0;3;32;55;3;
RS;430535;CHARQUEADAS;83;25;242;9;464;38;135;808;0;65;159;21;83;510;194;0;24;0;207;6;0;0;
MA;211160;SÃO RAIMUNDO DAS MANGABEIRAS;2;1;85;1;252;3;207;411;12;466;5;2;0;17;305;1;2;3;1;18;37;2;
RO;110149;SÃO FRANCISCO DO GUAPORÉ;0;22;72;4;207;39;176;161;23;180;11;3;2;187;11;2;19;29;4;9;17;1;
MA;210290;CARUTAPERA;1;17;140;6;244;12;237;343;31;102;3;1;0;94;84;2;22;4;4;2;7;13;
MG;310030;ABRE CAMPO;7;4;29;6;162;4;7;19;0;53;6;4;2;228;312;0;2;0;0;0;6;0;
RN;241445;TRIUNFO POTIGUAR;0;4;25;2;77;2;20;11;3;30;9;1;0;97;63;1;1;0;1;1;6;0;
MS;500620;NOVA ANDRADINA;17;10;213;10;579;31;293;771;0;39;9;7;9;373;19;24;15;0;16;17;23;0;
PB;250780;JUNCO DO SERIDÓ;5;5;100;4;394;25;69;89;7;188;16;3;1;218;152;0;1;1;2;0;24;4;
CE;231195;SALITRE;14;12;156;1;580;201;195;454;10;155;17;0;0;105;16;0;1;0;1;0;0;0;
RS;432210;TUCUNDUVA;1;4;17;3;20;3;32;381;3;12;4;3;0;49;0;0;3;0;0;0;0;0;
SE;280300;ITABAIANINHA;2;3;206;2;505;21;310;515;42;513;4;1;2;366;260;1;26;1;1;51;178;51;
RS;431330;NOVA PRATA;5;17;154;3;262;77;87;184;0;54;6;10;7;436;0;0;7;0;2;16;29;0;
MG;316810;TAPIRA;0;0;5;2;25;0;0;1;0;0;3;0;0;98;53;0;0;0;0;0;0;0;
RS;431971;SÃO VALENTIM DO SUL;0;6;11;1;13;3;6;146;0;0;0;1;0;18;0;0;0;0;0;0;0;0;
PR;412420;SANTO ANTÔNIO DO CAIUÁ;0;0;10;0;17;0;24;27;5;0;0;0;0;44;0;45;0;0;0;1;0;0;
SP;351535;EUCLIDES DA CUNHA PAULISTA;12;6;51;2;102;2;59;299;2;10;3;1;0;40;0;0;1;0;3;0;0;0;
PA;150345;IPIXUNA DO PARÁ;11;15;112;6;299;30;177;516;29;155;6;4;5;238;76;1;5;9;7;9;44;1;
MG;316400;SÃO PEDRO DOS FERROS;3;3;20;1;34;14;6;10;0;9;2;3;1;54;277;15;1;0;1;3;4;5;
BA;293305;VÁRZEA DA ROÇA;0;10;82;0;345;13;54;178;0;71;1;2;0;111;7;0;1;0;1;1;1;6;
RS;431600;ROLANTE;1;0;21;2;53;13;25;44;0;171;3;3;2;237;1.075;0;1;0;3;8;33;18;
