MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: DEZ/2021.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
PI;220855;PORTO ALEGRE DO PIAUÍ;0;2;28;0;135;10;27;71;0;15;0;0;0;6;53;0;0;0;0;0;0;0;
MA;210005;AÇAILÂNDIA;5;68;258;1;413;12;778;1.143;11;203;0;1;2;292;11;0;20;2;0;4;8;0;
PE;261618;VERTENTE DO LÉRIO;1;0;111;1;287;5;76;1.060;0;22;5;0;0;43;0;0;0;0;0;0;0;0;
TO;170300;BABAÇULÂNDIA;1;1;82;0;183;1;69;87;0;12;4;2;0;35;83;0;2;1;0;1;0;0;
RS;430060;ALVORADA;145;114;838;54;1.478;186;914;5.792;6;288;76;15;9;762;33;0;111;0;15;8;0;1;
RJ;330620;VASSOURAS;15;14;307;12;752;106;103;242;21;531;26;15;11;383;429;0;41;0;0;142;294;62;
PE;261220;SALGUEIRO;9;23;362;3;760;102;578;1.221;3;74;5;6;0;356;1;1;11;2;11;16;1;0;
BA;292467;PIRAÍ DO NORTE;0;4;178;2;421;26;89;201;24;82;11;0;0;94;1;0;0;0;0;6;148;96;
CE;231350;TRAIRI;8;27;702;4;828;11;542;167;15;292;5;3;0;219;461;0;10;0;4;73;182;85;
PR;411690;NOVA ESPERANÇA;19;18;139;6;190;14;191;1.276;0;7;2;1;3;259;0;0;4;3;5;12;0;0;
MG;311330;CARANGOLA;4;35;276;3;632;24;73;445;0;16;5;10;4;314;54;0;16;0;0;1;1;1;
BA;292400;PAULO AFONSO;40;72;1.057;30;2.172;317;767;1.328;35;536;35;18;5;1.380;817;0;14;2;2;60;66;9;
PA;150293;DOM ELISEU;1;9;78;0;128;2;225;140;3;18;0;0;0;24;0;0;0;5;1;0;0;0;
SC;420800;ITÁ;6;53;74;13;189;28;122;668;0;11;13;19;0;173;0;1;1;0;0;3;2;0;
SC;421720;SÃO MIGUEL DO OESTE;25;32;177;35;547;72;202;1.364;1;45;11;9;3;476;0;0;4;1;1;11;1;0;
PR;410185;ARIRANHA DO IVAÍ;3;0;48;2;42;0;19;367;1;0;0;5;0;36;0;0;1;0;0;0;0;0;
RO;110094;CUJUBIM;1;2;25;0;26;6;121;119;0;2;1;0;0;70;0;0;3;0;0;0;1;0;
MG;315340;PRESIDENTE OLEGÁRIO;10;10;69;3;216;55;31;78;0;47;3;0;0;170;142;0;0;1;0;3;8;0;
PB;250215;BOA VISTA;1;0;36;0;79;1;70;589;0;463;1;1;0;22;0;0;1;0;0;25;0;0;
