MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: NOV/2021.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
AM;130260;MANAUS;445;1.296;12.883;109;21.648;2.747;15.593;46.078;149;5.332;195;93;448;4.788;155;11;1.390;36;1.634;351;2.295;120;
PE;261247;SANTA CRUZ DA BAIXA VERDE;3;3;179;1;554;23;93;923;0;50;3;8;2;139;448;1;2;2;0;3;0;0;
MG;315960;SANTA RITA DO SAPUCAÍ;48;83;265;14;512;157;197;938;6;180;31;14;0;618;59;0;14;0;2;6;44;0;
AL;270660;PAULO JACINTO;2;10;308;2;626;73;73;295;1;23;7;1;0;91;78;0;1;0;1;1;0;0;
SP;353470;OURINHOS;24;95;609;17;684;144;743;1.198;4;148;19;4;2;388;8;0;16;0;7;8;30;0;
SP;350535;BARRA DO CHAPÉU;7;2;66;4;133;20;52;131;6;91;2;0;2;52;59;1;49;0;0;5;11;0;
PE;260020;AFRÂNIO;4;3;106;1;258;12;160;613;0;59;6;1;0;90;20;0;2;0;1;2;3;0;
SC;420900;JOAÇABA;6;28;101;17;188;46;123;271;0;11;21;8;1;270;187;0;21;0;1;22;2;0;
RN;241255;SÃO MIGUEL DO GOSTOSO;5;2;26;1;46;14;56;242;0;24;2;2;0;49;0;0;1;0;1;6;1;0;
PB;250330;CACHOEIRA DOS ÍNDIOS;7;12;120;3;272;32;61;209;3;80;8;9;0;229;96;0;2;2;0;2;6;1;
MG;313420;ITUIUTABA;8;24;542;11;1.135;65;651;657;22;25;5;5;6;222;0;1;14;0;0;9;9;0;
ES;320360;MUCURICI;11;19;109;5;334;68;75;258;0;17;10;7;3;91;0;0;4;1;0;14;0;0;
MG;311430;CARMO DO PARANAÍBA;12;25;454;17;1.079;32;134;138;2;140;9;5;2;798;0;0;20;1;7;209;354;20;
GO;522160;URUAÇU;8;16;190;9;240;11;221;702;43;38;4;1;1;442;137;1;28;2;4;50;21;0;
AM;130068;BOA VISTA DO RAMOS;2;8;90;0;142;1;217;323;0;109;0;0;2;37;0;0;6;1;1;0;0;0;
PB;251310;SALGADO DE SÃO FÉLIX;2;4;349;0;615;20;120;458;3;30;7;0;0;109;209;0;4;1;1;0;1;556;
SP;354350;RIVERSUL;0;0;5;0;0;0;24;152;0;14;0;0;1;6;25;0;0;0;0;0;0;0;
MG;311680;COLUNA;10;10;94;5;225;45;78;252;0;7;4;0;0;74;0;0;2;0;0;1;1;0;
MG;313570;JEQUITIBÁ;9;10;135;4;299;63;43;167;0;10;20;5;1;378;188;0;1;0;0;0;26;0;
SP;354080;POTIRENDABA;4;19;74;3;78;12;133;214;1;6;1;7;0;95;280;0;4;0;2;2;1;0;
RN;241310;SENADOR ELÓI DE SOUZA;1;5;54;1;127;8;42;274;0;25;0;0;0;39;0;0;0;0;0;0;0;0;
PB;250510;CUITÉ;3;19;127;0;287;51;211;1.008;0;132;2;3;0;109;3;0;4;0;1;0;0;1;
RS;430845;FORTALEZA DOS VALOS;4;1;34;4;218;56;23;343;0;0;0;0;0;48;0;0;0;0;0;0;0;0;
PI;221135;VÁRZEA BRANCA;4;6;134;2;60;26;76;104;0;61;0;1;0;17;0;0;0;0;0;0;1;0;
RS;432147;TIRADENTES DO SUL;0;7;30;0;68;45;9;186;5;4;8;2;6;70;0;0;0;0;0;6;1;0;
PI;221150;VERA MENDES;0;13;84;2;90;3;39;191;0;7;1;4;1;27;0;0;0;0;0;0;0;0;
BA;292020;MALHADA;8;11;44;1;286;23;206;363;1;111;1;5;0;34;0;0;1;0;2;0;0;0;
SP;355050;SÃO PEDRO DO TURVO;11;15;188;10;320;24;88;498;0;11;4;9;4;142;0;2;2;0;0;0;3;1;
MG;316110;SÃO FRANCISCO;9;13;152;9;448;46;361;575;59;459;7;11;3;589;218;0;9;6;8;118;310;64;
AL;270680;PIAÇABUÇU;4;4;161;2;458;38;118;274;7;209;9;3;0;81;8;0;4;0;0;13;10;2;
PI;220570;LUÍS CORREIA;42;30;154;1;245;62;119;754;11;297;17;4;1;214;24;2;8;0;7;18;27;60;
BA;293110;TANQUINHO;1;8;52;2;103;12;68;167;1;32;4;6;0;97;0;0;2;0;0;0;0;0;
GO;522205;VICENTINÓPOLIS;2;4;73;0;230;1;48;18;0;25;1;0;1;149;58;0;3;1;0;0;6;0;
TO;171500;NOVA ROSALÂNDIA;4;2;52;0;250;9;30;215;0;15;0;2;0;26;151;0;0;0;0;1;0;7;
SP;353215;NANTES;4;2;7;0;22;1;10;354;0;5;0;0;0;72;0;0;0;0;0;0;1;0;
PB;250720;ITATUBA;8;20;211;6;564;29;131;420;1;38;0;0;1;343;68;1;2;0;6;0;0;0;
GO;521530;ORIZONA;2;8;103;6;443;25;115;107;0;55;2;1;0;234;392;0;2;0;1;3;5;0;
MG;310920;BUENÓPOLIS;2;6;52;3;63;15;50;327;0;7;1;2;0;282;0;0;1;0;0;0;0;0;
AM;130350;PAUINI;1;1;27;8;132;7;167;73;7;92;3;4;2;128;55;0;0;0;1;0;0;0;
BA;292360;PARAMIRIM;2;22;54;0;314;19;131;706;4;143;0;0;0;67;166;0;2;0;0;73;45;4;
MG;313350;ITAPECERICA;10;26;171;11;321;4;28;695;1;19;3;2;0;108;0;0;4;0;0;1;0;0;
SP;353720;PEDRO DE TOLEDO;11;6;68;21;198;10;63;473;0;34;0;3;13;237;4;10;5;0;2;0;0;4;
SP;351970;IBIÚNA;0;4;0;0;0;8;560;1.287;6;628;0;0;0;3;0;0;0;0;0;314;550;0;
PR;412070;QUATIGUÁ;10;1;209;2;551;19;102;36;0;5;3;0;1;54;102;0;1;0;1;0;0;0;
BA;291085;FILADÉLFIA;7;6;273;2;582;46;176;561;5;68;3;7;0;41;0;0;0;0;3;2;0;0;
RN;240240;CARNAÚBA DOS DANTAS;12;14;188;9;171;15;93;228;0;30;1;0;0;68;37;0;1;0;0;2;0;0;
PB;251400;SÃO JOÃO DO CARIRI;10;2;9;0;38;6;30;18;1;53;0;0;0;147;137;8;0;0;0;0;0;0;
RS;430064;AMETISTA DO SUL;8;5;32;20;92;7;102;79;0;2;6;5;2;49;1;0;3;0;0;1;35;3;
CE;231150;QUIXERÉ;16;12;457;50;1.191;101;214;797;23;446;37;10;0;405;41;0;2;3;2;138;147;57;
MA;210790;PASSAGEM FRANCA;3;16;110;4;389;23;77;199;7;246;0;0;0;133;22;1;1;3;0;6;1;0;
TO;172110;TOCANTÍNIA;3;2;59;1;199;13;31;12;0;25;13;6;0;24;7;2;0;6;0;0;0;0;
PR;410120;ANTONINA;12;13;132;5;222;31;104;162;0;28;8;5;2;84;3;0;4;0;1;8;69;10;
BA;292330;OURIÇANGAS;1;10;101;1;208;28;36;244;5;70;1;3;0;67;15;0;3;0;0;0;21;1;
MG;315870;SANTANA DO GARAMBÉU;1;3;74;13;381;4;38;178;0;2;2;1;0;89;0;0;1;0;0;0;46;0;
GO;521760;PLANALTINA;15;22;328;21;809;107;592;1.032;43;446;32;12;1;732;476;2;65;0;0;64;143;18;
RS;432162;TRAVESSEIRO;1;0;6;0;5;18;7;112;0;0;0;1;2;12;0;0;0;0;0;0;0;43;
PB;251207;POÇO DE JOSÉ DE MOURA;0;1;6;0;14;0;43;173;2;121;4;3;0;12;0;0;0;0;1;2;0;0;
AC;120025;EPITACIOLÂNDIA;0;4;152;2;244;1;93;45;11;21;0;0;0;16;7;0;4;0;1;0;0;3;
GO;521130;ITARUMÃ;0;5;18;1;6;27;39;98;0;5;0;0;0;53;0;3;0;0;0;0;0;0;
MG;313780;LAMBARI;1;4;114;4;248;16;17;2;0;3;3;4;2;188;54;0;0;0;0;0;20;0;
SP;354690;SANTA LÚCIA;0;0;0;0;0;0;5;49;0;0;0;0;0;65;0;0;0;0;0;0;52;0;
BA;292830;SANTANÓPOLIS;0;4;107;1;165;43;79;158;7;96;2;1;0;42;175;0;1;0;0;3;34;4;
RS;431446;PINHAL DA SERRA;1;0;5;0;7;1;26;3;0;0;0;0;0;4;29;0;0;0;0;0;17;18;
SE;280010;AMPARO DE SÃO FRANCISCO;0;0;33;0;106;10;21;97;1;248;1;1;0;68;7;0;2;0;0;0;2;0;
CE;230150;ARNEIROZ;1;4;122;1;178;6;57;62;2;180;7;1;0;75;5;0;85;0;0;105;110;0;
MT;510343;CURVELÂNDIA;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RS;431720;SANTA ROSA;57;33;646;40;1.804;400;858;3.999;81;242;40;17;6;643;107;0;133;4;4;611;679;11;
PR;410880;GUAÍRA;15;11;123;5;548;44;273;456;2;0;1;2;1;172;0;1;11;1;5;18;173;0;
MG;316470;SÃO SEBASTIÃO DO PARAÍSO;62;90;1.396;89;3.036;1.148;450;876;104;686;111;56;37;2.923;488;0;30;1;0;428;404;85;
MS;500755;SANTA RITA DO PARDO;2;5;67;0;136;17;54;258;0;29;0;2;0;136;10;0;0;0;2;14;15;0;
SP;352930;MATÃO;37;18;437;12;840;64;149;461;9;237;18;6;5;331;160;9;10;3;2;42;349;8;
SP;350780;BRODOWSKI;10;23;159;12;406;14;162;740;2;207;0;3;4;358;67;1;0;0;0;1;343;34;
MG;312390;ENTRE RIOS DE MINAS;2;25;89;0;289;72;112;87;5;180;4;9;3;152;24;0;5;0;0;32;66;0;
ES;320390;NOVA VENÉCIA;17;9;197;4;776;125;320;311;16;252;6;7;1;614;61;2;15;27;22;88;279;2;
MG;317120;VESPASIANO;8;8;70;3;158;20;59;245;0;16;2;2;2;58;0;1;5;0;7;0;0;0;
SP;352640;LARANJAL PAULISTA;28;4;298;18;620;18;195;265;7;34;0;2;1;381;484;1;3;0;7;2;180;0;
