MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JUL/2015.
Tipo de Produção: Atendimento Individual.
"Probl/ Condição Avaliada: Asma, Desnutrição, Diabetes, DPOC, Hipertensão arterial, Obesidade, Pré-natal, Puericultura, Puerpério (até 42 dias), Saúde sexual e reprodutiva, Tabagismo, Usuário de álcool, Usuário de outras drogas, Saúde mental, Reabilitação, D.Transmissíveis - Dengue, Doenças transmissíveis - DST, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero, Rast. risco cardiovascular."


Uf;Ibge;Municipio;Asma;Desnutrição;Diabetes;DPOC;Hipertensão arterial;Obesidade;Pré-natal;Puericultura;Puerpério (até 42 dias);Saúde sexual e reprodutiva;Tabagismo;Usuário de álcool;Usuário de outras drogas;Saúde mental;Reabilitação;D.Transmissíveis - Dengue;Doenças transmissíveis - DST;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;Rast. risco cardiovascular;
RN;240930;PATU;5;16;101;1;323;45;110;196;22;233;24;2;1;137;313;3;6;5;3;4;8;34;
SC;421720;SÃO MIGUEL DO OESTE;24;10;59;19;221;26;37;64;16;76;24;7;0;165;124;0;1;0;0;72;19;19;
MG;316720;SETE LAGOAS;101;77;610;50;1.905;264;443;394;51;982;122;37;29;1.066;874;47;53;0;1;427;907;28;
PB;251274;RIACHÃO;6;5;13;0;52;9;52;127;1;67;33;0;0;21;225;6;8;0;0;1;51;0;
AM;130008;ANAMÃ;3;5;8;0;13;2;101;9;4;10;0;0;3;8;0;0;4;0;2;0;8;0;
MA;210047;ALTO ALEGRE DO PINDARÉ;4;16;218;0;622;5;215;569;4;445;3;2;0;15;491;0;3;4;1;0;1;0;
PB;250905;MARCAÇÃO;17;1;52;0;255;12;51;263;1;203;2;0;0;97;1;1;1;0;0;2;2;4;
PB;250480;COREMAS;7;20;178;12;559;28;159;862;17;65;2;4;1;394;23;0;2;3;4;3;2;0;
PE;261050;PASSIRA;42;51;474;6;1.469;144;242;342;25;514;45;16;3;350;236;28;16;1;2;176;348;72;
BA;292935;SÃO JOSÉ DA VITÓRIA;9;2;37;2;104;23;56;112;4;171;5;5;2;9;5;0;0;0;1;1;16;1;
MG;315340;PRESIDENTE OLEGÁRIO;7;6;73;7;258;30;26;5;0;57;16;3;71;81;106;0;0;0;0;52;74;1;
PA;150293;DOM ELISEU;2;3;100;1;310;10;132;262;10;401;1;2;1;77;16;0;1;12;1;0;0;1;
RS;432000;SAPUCAIA DO SUL;171;20;387;50;969;249;272;409;23;458;116;25;10;589;301;0;31;0;31;140;192;119;
PR;411800;PARAÍSO DO NORTE;3;0;14;0;35;8;35;38;5;66;2;1;0;14;0;0;0;0;2;29;21;1;
SP;352030;IGUAPE;8;9;171;11;522;81;125;131;17;355;16;4;2;85;11;1;3;0;1;5;17;142;
MA;210360;COROATÁ;14;75;246;3;491;84;354;366;26;750;9;10;5;188;180;8;30;42;12;124;242;83;
MA;210005;AÇAILÂNDIA;4;3;108;0;446;23;196;219;10;262;0;0;0;105;24;0;3;1;0;1;6;6;
RJ;330620;VASSOURAS;16;8;136;6;270;87;96;74;7;249;23;13;4;117;101;3;8;0;0;64;101;72;
SC;420270;BOTUVERÁ;0;0;0;0;0;0;0;0;0;0;0;0;0;15;163;0;0;0;0;0;0;0;
PA;150610;PRIMAVERA;3;1;84;2;196;4;49;345;6;310;0;0;0;73;193;0;1;3;3;2;10;0;
PA;150460;MOCAJUBA;1;8;28;1;71;7;151;345;35;109;1;1;1;12;30;0;2;14;6;0;9;2;
PB;250470;CONGO;14;5;104;2;362;81;45;121;8;225;4;9;1;39;0;0;2;2;1;36;78;0;
GO;521100;ITAPIRAPUÃ;480;12;63;57;681;12;49;51;0;15;3;0;0;132;3;0;0;0;0;6;57;0;
MG;315290;PRATÁPOLIS;6;1;30;0;91;3;13;25;1;13;1;2;0;154;429;0;0;0;0;1;1;9;
PA;150390;JURUTI;4;25;59;0;198;6;286;1.035;20;563;2;1;0;0;15;0;3;3;2;1;31;0;
CE;231350;TRAIRI;7;4;57;2;258;12;134;17;1;61;1;0;1;33;180;1;1;0;1;1;2;0;
RS;431395;PANTANO GRANDE;18;1;29;4;122;3;11;15;1;26;1;2;1;19;174;0;0;0;0;2;3;20;
PE;260415;CASINHAS;16;2;38;2;229;38;132;169;12;222;3;3;0;97;39;7;1;0;1;3;36;1;
TO;170300;BABAÇULÂNDIA;3;1;3;1;20;6;24;40;0;35;0;0;2;25;2;0;0;0;0;1;1;5;
TO;170130;ARAGOMINAS;0;2;12;0;39;0;12;10;0;8;0;1;0;18;4;0;0;0;0;0;0;0;
BA;292980;SAÚDE;9;0;50;0;160;5;42;102;3;148;1;1;0;71;21;0;2;0;2;2;3;9;
PA;150307;GARRAFÃO DO NORTE;0;3;12;1;34;2;34;4;5;18;1;0;0;3;16;0;1;1;0;0;17;0;
PI;220350;ELESBÃO VELOSO;1;9;15;0;140;3;66;19;6;239;2;8;1;19;4;0;0;9;2;3;54;0;
MG;311995;CÓRREGO FUNDO;3;6;22;2;51;31;2;1;0;10;1;0;11;132;37;0;0;0;0;4;1;0;
BA;292205;MULUNGU DO MORRO;0;1;7;0;40;3;32;59;2;121;1;0;0;6;0;0;0;0;2;20;21;0;
PR;411180;JACAREZINHO;2;2;12;1;63;2;185;38;4;112;0;0;1;14;4;1;7;0;0;35;70;1;
RJ;330610;VALENÇA;9;6;196;4;898;30;54;113;3;226;16;7;0;84;10;0;1;0;1;79;176;1;
PB;251520;SÃO SEBASTIÃO DO UMBUZEIRO;10;9;51;1;135;14;48;122;2;56;4;1;0;37;28;1;4;0;0;14;19;15;
PB;250230;BOM SUCESSO;4;0;11;15;34;1;11;6;0;2;0;1;0;94;0;3;0;0;0;0;0;0;
PB;250215;BOA VISTA;5;3;48;1;178;6;57;57;4;27;2;0;1;58;0;0;0;0;0;0;1;0;
RS;430060;ALVORADA;55;1;153;30;341;88;163;311;11;54;47;5;3;212;482;0;10;0;1;5;8;14;
PA;150808;TUCUMÃ;4;0;18;0;103;0;87;150;5;55;1;0;0;15;360;0;1;10;1;0;0;2;
PR;410230;BALSA NOVA;1;1;6;2;11;4;10;22;0;6;0;0;0;12;28;0;1;0;0;0;0;0;
SP;350830;CABRÁLIA PAULISTA;14;3;61;9;151;89;19;24;3;128;31;2;0;80;687;0;6;0;0;3;7;40;
PB;250270;BORBOREMA;0;1;8;0;35;15;47;60;8;35;0;0;0;13;450;0;0;0;0;0;0;0;
PE;261618;VERTENTE DO LÉRIO;26;2;14;3;100;8;44;56;5;151;1;0;6;49;1;0;0;0;0;20;32;1;
BA;292320;OLIVEIRA DOS BREJINHOS;0;0;23;0;51;0;39;35;7;17;0;0;0;0;0;0;0;0;0;8;36;0;
PI;220810;PIMENTEIRAS;7;6;23;0;25;6;18;13;1;26;1;6;0;6;27;0;0;0;0;0;1;0;
MG;316120;SÃO FRANCISCO DE PAULA;3;4;77;6;321;13;17;64;0;36;8;4;0;39;27;0;0;0;1;23;25;19;
MG;311540;CATAS ALTAS DA NORUEGA;0;0;5;0;35;12;10;7;1;1;0;1;0;4;197;0;0;0;0;0;0;0;
CE;231040;PARAMOTI;1;0;15;0;83;2;21;33;6;40;0;0;0;1;1;6;0;0;0;0;3;0;
MG;310130;ALAGOA;0;0;6;0;12;15;0;2;0;4;0;1;0;0;0;0;0;1;0;3;4;8;
MA;211125;SÃO JOSÉ DOS BASÍLIOS;4;1;8;3;106;26;15;73;2;66;22;0;2;6;166;0;0;0;0;15;15;2;
RR;140017;CANTÁ;27;3;67;1;285;15;86;310;14;367;9;2;0;9;8;0;0;2;1;1;1;0;
MG;313865;LONTRA;4;2;19;0;125;1;33;93;2;34;0;0;0;4;10;0;0;1;0;0;0;0;
MG;310550;BARÃO DE MONTE ALTO;9;0;8;20;34;0;0;21;1;4;0;0;0;0;9;0;0;0;0;0;0;1;
PI;220690;NOVO ORIENTE DO PIAUÍ;0;0;6;0;18;13;54;1;4;0;0;0;0;0;0;0;0;0;1;1;25;0;
MG;317075;VARJÃO DE MINAS;5;0;12;1;32;1;6;8;0;11;3;0;0;16;83;0;6;0;0;0;0;13;
TO;170030;AGUIARNÓPOLIS;0;1;9;0;16;2;38;8;2;8;0;0;0;0;2;0;2;0;0;0;7;0;
BA;292400;PAULO AFONSO;0;1;0;0;9;0;13;1;0;2;0;0;0;0;0;0;0;1;0;1;8;0;
GO;521180;JARAGUÁ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
PR;410185;ARIRANHA DO IVAÍ;0;0;3;1;9;1;0;2;0;0;0;1;1;21;0;0;0;0;0;0;0;0;
SP;354165;QUADRA;0;0;3;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
BA;292467;PIRAÍ DO NORTE;0;0;1;0;7;3;2;3;0;4;0;0;0;1;1;0;0;0;0;0;0;0;
PR;412520;SÃO JORGE D'OESTE;8;0;7;0;30;0;3;1;0;0;0;0;0;29;0;0;0;0;0;0;4;0;
MG;313950;MANHUMIRIM;0;0;5;1;5;1;1;0;0;0;0;0;0;14;27;0;0;0;0;0;0;0;
PR;411275;JESUÍTAS;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;3;0;0;
PI;220920;SANTA FILOMENA;0;0;0;0;0;0;10;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;
ES;320530;VITÓRIA;75;41;373;2;1.425;31;246;313;1;15;50;4;1;331;0;66;19;15;63;3;146;0;
PA;150563;PIÇARRA;5;13;43;5;162;30;51;130;5;93;12;5;0;30;5;0;1;2;0;10;30;0;
RS;430163;BALNEÁRIO PINHAL;1;0;1;0;6;1;14;0;0;0;0;0;0;6;0;0;0;0;0;3;20;0;
MG;313410;ITUETA;2;1;35;0;133;28;14;68;1;36;4;4;1;133;61;0;0;0;1;1;0;0;
AL;270130;CAJUEIRO;6;16;43;3;146;30;52;150;20;142;2;0;1;36;28;0;1;1;1;0;0;0;
SE;280510;PEDRINHAS;11;0;133;3;412;5;89;590;12;314;16;0;0;253;116;0;2;0;4;184;281;2;
RN;241445;TRIUNFO POTIGUAR;0;2;3;0;5;0;12;11;0;10;0;0;0;13;0;0;1;0;0;0;16;0;
PE;261300;SÃO BENTO DO UNA;12;12;171;5;543;85;357;500;22;398;14;3;31;348;28;1;0;0;0;35;113;30;
AL;270640;PÃO DE AÇÚCAR;11;13;145;2;383;53;143;191;20;415;14;5;3;72;197;7;2;10;1;4;8;1;
MG;316800;TAIOBEIRAS;3;12;75;3;269;26;47;59;12;75;10;7;2;172;58;0;0;0;0;18;59;7;
RJ;330600;TRÊS RIOS;17;29;583;12;2.016;112;247;436;24;586;18;14;8;321;323;0;21;0;19;112;134;1;
BA;291560;ITAMARAJU;9;5;167;5;653;74;229;116;23;248;16;7;2;43;6;2;26;8;1;8;30;48;
MT;510320;COLÍDER;1;20;33;2;126;5;57;41;1;83;0;0;0;79;0;4;7;8;1;11;99;1;
PB;250780;JUNCO DO SERIDÓ;16;9;98;1;370;40;77;491;11;92;3;4;0;123;27;4;0;0;2;2;44;0;
PR;412370;SANTA ISABEL DO IVAÍ;4;1;19;15;65;11;25;43;0;4;1;1;0;33;594;1;0;0;2;2;4;8;
RS;431600;ROLANTE;20;1;103;15;501;24;54;81;1;84;4;0;2;206;74;0;0;0;0;58;62;13;
AL;270160;CANAPI;5;1;45;2;191;5;134;231;24;102;2;0;2;94;4;0;0;0;3;0;19;0;
RN;240670;LAJES;1;1;78;2;255;23;82;108;12;384;2;2;0;90;703;0;8;0;0;5;28;0;
MS;500620;NOVA ANDRADINA;14;7;116;8;371;8;134;60;6;60;2;1;0;107;33;4;4;1;3;20;102;4;
SE;280300;ITABAIANINHA;10;13;181;5;560;28;253;547;31;359;8;7;1;164;83;5;7;7;1;87;192;59;
RS;431330;NOVA PRATA;13;4;73;4;293;62;14;18;7;117;20;24;3;258;152;0;2;0;2;57;50;11;
PA;150530;ORIXIMINÁ;27;100;84;10;214;26;252;518;42;238;4;0;1;39;7;0;25;4;8;12;68;0;
MT;510790;SINOP;4;14;41;2;147;5;79;45;4;40;0;1;1;76;1;5;5;4;3;4;33;0;
RN;240890;PARELHAS;25;5;92;0;260;62;157;277;4;75;12;5;0;142;8;2;6;0;0;0;0;1;
MG;315520;RIO ESPERA;5;1;41;3;187;13;5;155;0;25;0;5;1;66;1;0;0;0;0;0;0;0;
RS;431975;SÃO VENDELINO;4;0;12;1;39;0;0;27;0;0;0;0;0;35;0;0;0;0;0;0;31;0;
MG;317200;VISCONDE DO RIO BRANCO;36;8;203;31;524;51;119;118;3;404;68;15;1;218;585;0;0;0;3;24;110;0;
RS;431971;SÃO VALENTIM DO SUL;2;0;10;0;70;0;3;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;
PA;150345;IPIXUNA DO PARÁ;14;8;40;1;119;16;107;475;14;166;2;0;2;44;2;1;0;1;1;0;25;7;
RO;110149;SÃO FRANCISCO DO GUAPORÉ;0;0;0;0;1;0;127;4;6;68;0;0;0;0;0;0;0;0;0;3;61;0;
GO;522140;TRINDADE;7;2;56;7;118;30;55;29;4;20;9;3;0;63;842;0;2;3;0;2;4;3;
PI;221070;SIMÕES;26;29;78;1;318;31;109;153;11;227;6;2;0;108;386;8;1;3;0;40;161;51;
ES;320240;GUARAPARI;10;5;216;7;570;32;176;171;14;243;9;10;4;188;83;3;20;0;0;25;64;1;
PB;251370;SANTA RITA;8;1;152;1;350;13;100;73;14;159;9;1;3;259;244;3;4;2;0;0;0;0;
MA;211160;SÃO RAIMUNDO DAS MANGABEIRAS;0;2;18;0;56;2;47;26;9;106;0;0;0;0;377;0;0;0;0;6;6;0;
GO;521580;PALMELO;0;0;18;0;46;4;19;5;4;23;0;0;0;24;11;0;0;0;0;0;0;0;
RS;432210;TUCUNDUVA;3;1;35;4;121;0;22;47;0;2;0;1;0;19;0;0;0;0;0;0;0;0;
BA;293305;VÁRZEA DA ROÇA;2;1;51;8;266;8;44;86;3;144;1;3;5;92;159;2;0;0;0;2;8;5;
SP;355365;TAQUARAL;1;1;57;9;141;19;2;15;2;29;9;4;3;37;5;0;2;2;1;0;0;1;
